"DC1","DC2","DC3"
0.00683675832597583,0.0144654327278378,-0.00963940434053748
0.00315282815549904,-0.00543779911652173,0.00558026954520291
0.00487553179936866,0.00631376170100755,-0.00220916629977829
0.003127020854032,0.00059302275278829,0.00585180035545882
0.00620564186444528,0.0125401685735195,-0.00804329858038383
-0.0127182157930821,0.0101539060028187,0.00276642462485625
-0.0183356142315171,0.0102671983153626,0.00441482238277112
-0.0123962785987072,0.0107284643268804,0.00256552142919454
0.0039534627403191,0.000485810651680848,0.00681606822184342
0.00379009152486224,-0.00058835070866302,0.00263410131928482
-0.0153189608902622,0.00826544574221534,0.00446185783443244
0.00415029405132983,0.000799745848495312,0.00719763088479476
0.00466772416439858,0.0086213481686391,-0.00256397506510469
0.00574146082695963,0.0120003841309342,-0.00595349834846406
0.00403697756413539,0.00103023905298078,0.00218068899904174
0.00490161757160748,0.00724829552743847,-0.00211727571303968
0.00368308420514308,0.00114425263271923,0.00280124784590111
0.00416758811120728,0.00344386654894424,0.0015483331912539
0.00284873004105639,0.00403524645497394,0.000540922839050877
0.0043505062239148,0.00544059518993169,-0.00110166984538518
0.00427424713161445,0.00506820012963919,-0.000660068805334981
0.00633838827514477,0.0142090842961514,-0.00823517645712716
0.00455368374305204,0.00814735702502279,-0.00247787202777263
0.00338010220603627,-0.00193253506615881,0.00363248317792166
0.00667643766047615,0.015141775204802,-0.00940472151812993
-0.024111590056731,0.00642894329099048,0.00205072303761736
0.00450379853350859,0.00681036758644421,-0.000533245415122353
0.00428470263096051,0.00663886807368265,-0.0000475305168180552
0.00494031010029506,0.00710538356701174,-0.00357059550754705
0.00388987178249905,-0.00174013630666871,0.00845073198928907
0.00384134140198202,0.00228659781934614,0.00545128012321641
0.00445308113013877,0.0051536873626258,0.00159519688807625
0.00539026363786687,0.010265283822249,-0.00470756444341437
0.00474231401587349,0.00583758811925524,-0.00289423552902086
0.00392145161215734,0.00557204108851775,-0.00043528452504249
0.0029277736370965,-0.00280874255993567,0.00406824251731644
0.00336703970704243,-0.00432251234318544,0.00802683362993282
0.00573558026197151,0.0107278002983635,-0.0047246663856137
0.00639146397824629,0.0125038208362101,-0.00847543718071227
0.0065457361274883,0.0134438428253477,-0.00862657072615182
0.00300137921042495,0.000857980486241848,0.00695633712196645
