"DC1","DC2","DC3"
-0.00519821964107538,0.0230931766818155,0.000263431965807233
-0.00391338006316174,0.0206845215087275,0.00017084636189545
-0.0047833035930068,0.0191466585562361,-0.00144372188791008
-0.00778996213891302,0.0228830679901033,0.00260170198824797
-0.0060387050741045,0.0197513421211442,0.00175105533319395
0.0254442102362777,0.00169414004702222,0.000995472297638217
0.0515679742100731,0.0108766035551973,-0.0000502231672260909
0.0534131786429133,0.0119399474538506,-0.000678072055044367
0.0667410292199995,0.0158705849392136,-0.000111807662679743
0.0657445521719903,0.0154423284709635,-0.000139081121915715
0.024541621706488,0.00186243530141049,-0.000345845889420522
0.027368398160925,0.0026657706460697,0.000693400011344278
0.0352882307479893,0.00579999710842531,0.000365836003589354
0.0634838185851161,0.0152962539953054,-0.000109232309270513
0.0202112233734739,0.000553721420857897,0.000303567184101008
0.0551777585553407,0.0127463871571814,-0.000455647553226699
0.0535542407859068,0.0117546431942434,-0.000765974750199109
0.0117176045829262,-0.00274660184119154,-0.00899620866780981
0.0415331172858794,0.00746187775228577,0.000536934565815021
0.0194854222478868,0.00120079332654728,0.00072977839749345
0.0576417582804802,0.0131932254416488,-0.000491784630785641
0.0622833641586567,0.0144607757365626,-0.000270305417549289
0.0639482927703922,0.0148572678957503,-0.000074663449488737
0.0562029906167891,0.0126641860806154,-0.0000306811151423603
0.0320333235732952,0.00410455822454885,-0.000337084385851756
0.0376882880100055,0.00647873264836919,-0.000112742362493359
0.0590014571823789,0.0134169821340917,-0.000260674503967212
0.0562181485600314,0.0125601716072221,-0.000141099636565858
0.0498613962551318,0.0105691317658291,-0.000360610865052737
0.0538750698911597,0.0117749112028804,-0.000413814208040854
0.0383645629315209,0.00770477019684009,0.000446164955679052
0.0340248131498186,0.00531159651575668,0.000145838867307537
0.0268300279414188,0.00322508845066015,0.000123265738525819
0.0505087496301811,0.0106524813035927,-0.000138877874760043
0.0475270995203516,0.00964549541822998,0.000235908385044255
0.0437011796207447,0.00844033398262387,-0.000670516708709342
0.0308001122121807,0.00387217278610812,0.000220288569943479
0.0517670950136185,0.0115562569884543,-0.000491528495954199
0.0525395582530498,0.0112857566241214,-0.000260895875683677
0.0641757718406048,0.0152167082806515,-0.000144321742493923
0.03073088755451,0.00419308360225665,-0.000826293692942142
0.0416714664078285,0.00733880321476139,0.000390217087934335
0.0307335203558518,0.00416065696688119,-0.0000692518278073706
0.0599842470790104,0.0139446113823379,-0.0003997260468405
0.0262730375898806,0.00239182190692908,0.00031434810666253
0.0552622384403238,0.0125363225667912,-0.00090742652023991
0.051687365039162,0.0114069956172232,-0.00004676608120892
0.0665648598569668,0.015779812974312,-0.000136225655389493
0.0449338365756355,0.00884730980653238,-0.000110984170813056
0.0363877637207728,0.00603187322614141,0.0000508998994853804
0.0405241948839866,0.00725168448474252,-0.0000122553984920996
0.0548015896247284,0.0120131279077407,-0.0000174321341693384
0.0524110945400637,0.010968613581999,-0.000000422447965815406
0.0290170138626429,0.00371862280205371,0.000212030406111442
0.0132951990810881,-0.00191542530048306,-0.000680904097937798
0.0533518467565844,0.0115140927289466,-0.000097096266214524
0.0206519592407729,0.000990552032910132,0.000658850551975046
0.0524530452324932,0.0117813311778395,-0.000743185635912866
0.0353984369639975,0.00560408192665784,0.00019957377753755
0.021143867696958,0.000950219493013108,0.00100907552838299
0.0604955104603954,0.0137151414858121,-0.000441930223699131
0.0406397354409446,0.00806875523929532,-0.00085171931813365
0.0377662795085006,0.00670993827224264,-0.000074430132099134
0.0165085994950678,-0.00132393137019674,0.00153140533120248
0.0537913518772705,0.0116595420238801,-0.000561436355954771
0.0572041902303447,0.0128615947050725,-0.000358394697449822
0.0473821241487065,0.00986147921600114,-0.0000171402950982381
0.00942595690262015,-0.00321104721910296,-0.000223030781097248
0.0542318955838831,0.0121522818284737,-0.000738983468831268
0.0659388863488745,0.0157118747527973,-0.000103297294403545
0.0463766495895713,0.00941050818058023,0.0000439786842318726
0.0466388875937429,0.0094439285245746,-0.00000413620066541144
0.0583116065545734,0.0136570740601792,-0.000203851216996946
0.0523417195259442,0.0112499732849045,-0.000432858460933478
0.0247995767960814,0.00163492843448074,0.000405020864795462
0.0655047366389044,0.0154789333187882,-0.000220611312532676
0.0399659947084652,0.00713236024042634,0.000170574588693587
0.0505829441678298,0.0108791763632467,-0.00017601414528815
0.057721293791057,0.0131201615284964,-0.000179901308961703
0.057649023984702,0.0131905866651259,-0.000473376709955717
0.0559178845631559,0.0124068342060157,-0.000716958846342704
0.0368994597022287,0.00628801850699651,-0.000255466461410989
0.0344500477431265,0.00564493925876235,0.0000917505876093672
0.0427157233069452,0.00872017455880195,-0.000739249596880966
0.0421402941629328,0.00781041924921103,-0.0000236094285442218
0.039011186976159,0.00697366914864744,0.000112949403942353
0.0601301157759783,0.0138775035594095,-0.000116651169398477
0.0446040515142721,0.0088058487108159,-0.000657389974349927
0.0496911350680803,0.0105419392647784,-0.00019056421878408
0.0290783009563129,0.0037486628315724,0.000275012475666182
0.0388469843501311,0.00586392297048934,0.00150625381191989
0.0639857184781025,0.0150602821521301,-0.0000527726570943004
0.058454431663683,0.013325358682877,-0.000426808715208147
0.0541165010737893,0.0116866436238373,-0.000895710858083314
0.0458258449162,0.00953861031649404,0.000165281346638898
0.0453442398765628,0.00903150390785065,-0.000030393609658964
0.0522329873199718,0.0111641341314599,-0.0000975397153772043
0.0483938819630875,0.00991299084658336,0.0000808517926327353
0.0517335978081184,0.0108980107247643,0.0000385732856281115
0.0183225931266633,-0.000281388105027473,0.000915236369651054
0.0248211601317344,0.00213983568486723,-0.000539289288170548
0.0656551295021874,0.0156174101489349,-0.0000817733272731672
0.0473024054332917,0.0102381507249699,0.0000228434094152307
0.0465575621562683,0.00912376240645765,-0.000156905704917628
0.0548897650564737,0.0125377460024184,-0.0000913298357466848
0.0588596140900266,0.0133729085817042,-0.000126168342484197
