-4.361914634704589844e+00,-7.091880321502685547e+00
-6.041641712188720703e+00,1.498990297317504883e+00
-6.041401386260986328e+00,1.839510440826416016e+00
1.469402790069580078e+01,-1.112285137176513672e+00
1.222554326057434082e+00,4.790966510772705078e+00
-5.718442916870117188e+00,2.260873794555664062e+00
-6.360189437866210938e+00,1.998433470726013184e+00
-6.030773639678955078e+00,2.139540433883666992e+00
-6.596889019012451172e+00,2.664095640182495117e+00
-3.516030550003051758e+00,3.236914873123168945e+00
-5.433218002319335938e+00,2.574894189834594727e+00
1.292989015579223633e+00,4.664916992187500000e+00
-3.130813598632812500e+00,3.492173194885253906e+00
-3.473138809204101562e+00,3.583851814270019531e+00
-5.753783226013183594e+00,2.061808824539184570e+00
-5.299334049224853516e+00,1.615100026130676270e+00
-5.462562561035156250e+00,1.469293594360351562e+00
-6.268423557281494141e+00,1.348606586456298828e+00
-5.854399681091308594e+00,1.546853303909301758e+00
-5.697683811187744141e+00,2.138886928558349609e+00
-2.882037401199340820e+00,3.694039821624755859e+00
-6.137265205383300781e+00,1.743935227394104004e+00
-5.765057563781738281e+00,1.371568083763122559e+00
-5.184360504150390625e+00,2.263399600982666016e+00
-6.095823764801025391e+00,1.956420183181762695e+00
-5.055305480957031250e+00,1.386781573295593262e+00
-6.312364101409912109e+00,1.374359369277954102e+00
-4.982870578765869141e+00,1.845530152320861816e+00
9.424912333488464355e-01,4.617045402526855469e+00
-6.409783840179443359e+00,2.289153099060058594e+00
-4.878073692321777344e+00,1.837649226188659668e+00
1.153778433799743652e+00,5.066648483276367188e+00
8.604761362075805664e-01,4.717770576477050781e+00
-5.930618762969970703e+00,1.439510107040405273e+00
9.498383998870849609e-01,4.844853401184082031e+00
-5.326630115509033203e+00,2.101816654205322266e+00
-3.769040346145629883e+00,3.174826383590698242e+00
-5.499139785766601562e+00,2.103029251098632812e+00
-5.092262744903564453e+00,1.569846630096435547e+00
-6.196968078613281250e+00,7.437477707862854004e-01
-4.926839828491210938e+00,1.292006731033325195e+00
-5.659583568572998047e+00,2.297917127609252930e+00
-4.878689765930175781e+00,2.260295629501342773e+00
1.499543309211730957e+00,4.659417152404785156e+00
-3.397198438644409180e+00,3.619594812393188477e+00
-5.279403686523437500e+00,2.061764955520629883e+00
-7.004597187042236328e+00,1.588152170181274414e+00
-5.750201702117919922e+00,1.895676970481872559e+00
-5.809525489807128906e+00,2.258050441741943359e+00
-5.292137145996093750e+00,2.262822389602661133e+00
-4.858182430267333984e+00,1.974248886108398438e+00
-4.794851779937744141e+00,2.190398454666137695e+00
-5.240251064300537109e+00,1.931086063385009766e+00
-6.356463432312011719e+00,1.142350196838378906e+00
-5.318751335144042969e+00,1.887798428535461426e+00
-5.328012466430664062e+00,1.835282325744628906e+00
-4.575001716613769531e+00,1.803215622901916504e+00
-5.550697803497314453e+00,1.917909502983093262e+00
-3.693360567092895508e+00,3.287292242050170898e+00
-5.373623847961425781e+00,1.705809235572814941e+00
-6.552045345306396484e+00,2.137068986892700195e+00
-3.644963741302490234e+00,3.330672979354858398e+00
-5.712621688842773438e+00,2.077941179275512695e+00
1.046155333518981934e+00,4.118429183959960938e+00
-5.662784099578857422e+00,9.356727600097656250e-01
1.161595106124877930e+00,4.842247009277343750e+00
-3.721294403076171875e+00,3.269968509674072266e+00
-3.964387416839599609e+00,-7.286564350128173828e+00
-3.540694236755371094e+00,3.275886058807373047e+00
-6.108128547668457031e+00,2.038426876068115234e+00
1.234941601753234863e+00,4.761235713958740234e+00
-5.273705959320068359e+00,2.481188058853149414e+00
-5.347423553466796875e+00,1.475367069244384766e+00
7.274500131607055664e-01,4.740852832794189453e+00
2.319463729858398438e+00,4.561458587646484375e+00
-4.420794486999511719e+00,2.266545772552490234e+00
-6.210886955261230469e+00,2.064657688140869141e+00
-5.602317810058593750e+00,1.688175082206726074e+00
-5.688224315643310547e+00,2.176205158233642578e+00
-5.169712543487548828e+00,1.979186296463012695e+00
-5.677103996276855469e+00,2.012491464614868164e+00
1.471029639244079590e+00,4.558035373687744141e+00
-4.776931762695312500e+00,2.601708173751831055e+00
-5.918931961059570312e+00,1.796212673187255859e+00
-4.739260673522949219e+00,1.419872164726257324e+00
-5.194750308990478516e+00,1.804137349128723145e+00
-5.830269813537597656e+00,1.575091004371643066e+00
-5.849811553955078125e+00,1.959809184074401855e+00
8.078886866569519043e-01,4.864131927490234375e+00
1.463604331016540527e+00,4.789139270782470703e+00
-4.816302299499511719e+00,1.589498162269592285e+00
-4.753777980804443359e+00,1.879690885543823242e+00
-6.503340721130371094e+00,7.462235093116760254e-01
-5.666026115417480469e+00,1.518366694450378418e+00
-7.341865539550781250e+00,1.227607488632202148e+00
-5.775508403778076172e+00,1.597486972808837891e+00
-3.842887401580810547e+00,2.893508434295654297e+00
-5.681416511535644531e+00,1.167294740676879883e+00
-5.142067909240722656e+00,1.348535537719726562e+00
-5.036729812622070312e+00,1.745948791503906250e+00
-5.933945178985595703e+00,1.701557159423828125e+00
-5.647779941558837891e+00,1.219510793685913086e+00
-5.819228649139404297e+00,2.070674180984497070e+00
-5.828180789947509766e+00,1.922751069068908691e+00
-5.334167480468750000e+00,2.496148586273193359e+00
-5.850876331329345703e+00,2.562943935394287109e+00
-4.843344211578369141e+00,1.604053854942321777e+00
