-5.222774982452392578e+00,7.852301597595214844e+00
-4.894924640655517578e+00,7.078120231628417969e+00
-5.128741264343261719e+00,6.125207901000976562e+00
-1.665397137403488159e-01,8.083234786987304688e+00
-6.169792652130126953e+00,5.180922985076904297e+00
-3.875092267990112305e+00,9.982316970825195312e+00
-3.435825586318969727e+00,1.010754585266113281e+01
-1.797078609466552734e+00,8.427392005920410156e+00
-4.270805835723876953e+00,8.937065124511718750e+00
-6.784682273864746094e+00,5.630114078521728516e+00
-6.565692901611328125e+00,5.402675151824951172e+00
-2.601574420928955078e+00,9.953790664672851562e+00
-2.704155683517456055e+00,7.081510543823242188e+00
-2.955520868301391602e+00,7.816745281219482422e+00
-9.013457298278808594e-01,9.960634231567382812e+00
-1.009149551391601562e+00,5.136718273162841797e+00
-5.271106719970703125e+00,5.038680553436279297e+00
-6.665225028991699219e+00,6.527735233306884766e+00
-2.919370412826538086e+00,7.908271789550781250e+00
-3.097026109695434570e+00,7.575958251953125000e+00
5.617400407791137695e-01,8.185612678527832031e+00
-7.208920478820800781e+00,6.814228534698486328e+00
-2.478051424026489258e+00,8.669977188110351562e+00
-1.840658783912658691e+00,8.692760467529296875e+00
-6.015919446945190430e-01,7.749481201171875000e+00
-2.565740346908569336e+00,5.221294879913330078e+00
-5.325546741485595703e+00,8.771249771118164062e+00
-5.248599529266357422e+00,5.386376857757568359e+00
-2.829074859619140625e+00,8.669157028198242188e+00
-2.444127798080444336e+00,9.550973892211914062e+00
-3.245041847229003906e+00,8.034770965576171875e+00
-3.242550611495971680e+00,8.215085029602050781e+00
-4.545700073242187500e+00,6.600324630737304688e+00
-5.689183235168457031e+00,7.047291755676269531e+00
-5.543569087982177734e+00,7.025714874267578125e+00
-1.037148833274841309e+00,8.006546020507812500e+00
-5.353355884552001953e+00,5.597294330596923828e+00
-2.423270463943481445e+00,7.916510105133056641e+00
-1.890691757202148438e+00,8.010102272033691406e+00
-2.051956892013549805e+00,6.473799705505371094e+00
-6.113479137420654297e+00,7.914113044738769531e+00
-4.636564731597900391e+00,6.926658153533935547e+00
-4.073349475860595703e+00,6.768306732177734375e+00
-4.668571949005126953e+00,9.699316024780273438e+00
-4.334185123443603516e+00,8.400348663330078125e+00
-3.508505105972290039e+00,7.826204299926757812e+00
