"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SS0B70EB09E","PDGFA_PDGFRA","simple:P04085","simple:P16234","ENSG00000197461","ENSG00000134853","True","False","True","curated","False",0.026,"Myofibroblast|Fibroblast",0,0.466,"Myofibroblast","Fibroblast"
"CPI-SS0938C6980","DLL4_NOTCH3","simple:Q9NR61","simple:Q9UM47","ENSG00000128917","ENSG00000074181","False","False","True","curated","False",0.029,"Arterioral Endothelium|Pericytes",0,0.601,"Arterioral Endothelium","Pericytes"
"CPI-SS0938C6980","DLL4_NOTCH3","simple:Q9NR61","simple:Q9UM47","ENSG00000128917","ENSG00000074181","False","False","True","curated","False",0.029,"Arterioral Endothelium|Myofibroblast",0,0.278,"Arterioral Endothelium","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Fibroblast",0,0.184,"Pericytes","Fibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Fibroblast",0,0.177,"Fibroblast","Fibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Pericytes",0,0.174,"Pericytes","Pericytes"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Pericytes",0,0.167,"Fibroblast","Pericytes"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Myofibroblast",0,0.152,"Pericytes","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Myofibroblast",0,0.144,"Fibroblast","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Podocytes|Myofibroblast",0,0.257,"Podocytes","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Podocytes|Myofibroblast",0,0.257,"Podocytes","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Myofibroblast",0,0.159,"Fibroblast","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Myofibroblast",0,0.159,"Fibroblast","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Injured Tubule|Myofibroblast",0,0.155,"Injured Tubule","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Injured Tubule|Myofibroblast",0,0.155,"Injured Tubule","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Myofibroblast",0,0.143,"Myofibroblast","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Myofibroblast",0,0.143,"Myofibroblast","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Dendritic Cells|Myofibroblast",0,0.14,"Dendritic Cells","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Dendritic Cells|Myofibroblast",0,0.14,"Dendritic Cells","Myofibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Myofibroblast",0,0.113,"Injured Tubule","Myofibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Fibroblast",0,0.11,"Injured Tubule","Fibroblast"
"CPI-CS0CFA0E4C5","GDF7_BMPR2_BMPR1A","simple:Q7Z4P5","complex:BMPR1A_BMPR2","ENSG00000143869","","True","False","True","curated","False",0.031,"Injured Tubule|Pericytes",0,0.1,"Injured Tubule","Pericytes"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Podocytes|Myofibroblast",0,0.14,"Podocytes","Myofibroblast"
"CPI-SS0A19E9C34","BTC_EGFR","simple:P35070","simple:P00533","ENSG00000174808","ENSG00000146648","True","False","True","curated","False",0.032,"Podocytes|Fibroblast",0,0.136,"Podocytes","Fibroblast"
"CPI-SC0984894BC","TGFB1_TGFbeta receptor2","simple:P01137","complex:TGFbeta receptor2","ENSG00000105329","","True","False","True","curated","False",0.033,"Monocytes|Myofibroblast",0,0.326,"Monocytes","Myofibroblast"
"CPI-SC0984894BC","TGFB1_TGFbeta receptor2","simple:P01137","complex:TGFbeta receptor2","ENSG00000105329","","True","False","True","curated","False",0.033,"Dendritic Cells|Myofibroblast",0,0.296,"Dendritic Cells","Myofibroblast"
"CPI-SC0984894BC","TGFB1_TGFbeta receptor2","simple:P01137","complex:TGFbeta receptor2","ENSG00000105329","","True","False","True","curated","False",0.033,"Arterioral Endothelium|Myofibroblast",0,0.207,"Arterioral Endothelium","Myofibroblast"
"CPI-SC0984894BC","TGFB1_TGFbeta receptor2","simple:P01137","complex:TGFbeta receptor2","ENSG00000105329","","True","False","True","curated","False",0.033,"Myofibroblast|Myofibroblast",0,0.204,"Myofibroblast","Myofibroblast"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Myofibroblast|Myofibroblast",0,0.17,"Myofibroblast","Myofibroblast"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Myofibroblast|Fibroblast",0,0.167,"Myofibroblast","Fibroblast"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Fibroblast|Myofibroblast",0,0.159,"Fibroblast","Myofibroblast"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Myofibroblast|Pericytes",0,0.157,"Myofibroblast","Pericytes"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Fibroblast|Fibroblast",0,0.155,"Fibroblast","Fibroblast"
"CPI-CS046BCFC6F","BMP5_BMPR2_BMPR1A","simple:P22003","complex:BMPR1A_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.033,"Fibroblast|Pericytes",0,0.146,"Fibroblast","Pericytes"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Pericytes|Myofibroblast",0,0.321,"Pericytes","Myofibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Fibroblast|Myofibroblast",0,0.301,"Fibroblast","Myofibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Podocytes|Myofibroblast",0,0.29,"Podocytes","Myofibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Myofibroblast|Myofibroblast",0,0.289,"Myofibroblast","Myofibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Pericytes|Fibroblast",0,0.18,"Pericytes","Fibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Fibroblast|Fibroblast",0,0.16,"Fibroblast","Fibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Myofibroblast|Fibroblast",0,0.149,"Myofibroblast","Fibroblast"
"CPI-SS0331C5A49","GDF11_ANTXR1","simple:O95390","simple:Q9H6X2","ENSG00000135414","ENSG00000169604","True","False","True","InnateDB-All","False",0.036,"Podocytes|Fibroblast",0,0.149,"Podocytes","Fibroblast"
"CPI-SS0855C0353","PGF_NRP1","simple:P49763","simple:O14786","ENSG00000119630","ENSG00000099250","True","False","True","curated","False",0.038,"Pericytes|Fibroblast",0,0.647,"Pericytes","Fibroblast"
"CPI-SS0855C0353","PGF_NRP1","simple:P49763","simple:O14786","ENSG00000119630","ENSG00000099250","True","False","True","curated","False",0.038,"Pericytes|Myofibroblast",0,0.617,"Pericytes","Myofibroblast"
"CPI-SS0855C0353","PGF_NRP1","simple:P49763","simple:O14786","ENSG00000119630","ENSG00000099250","True","False","True","curated","False",0.038,"Pericytes|Pericytes",0,0.516,"Pericytes","Pericytes"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Dendritic Cells|Fibroblast",0,0.273,"Dendritic Cells","Fibroblast"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Dendritic Cells|Myofibroblast",0,0.246,"Dendritic Cells","Myofibroblast"
"CPI-SS0178F5C45","TGFB2_TGFBR3","simple:P61812","simple:Q03167","ENSG00000092969","ENSG00000069702","True","False","True","curated","False",0.038,"Podocytes|Fibroblast",0,0.229,"Podocytes","Fibroblast"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Monocytes|Fibroblast",0,0.225,"Monocytes","Fibroblast"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Monocytes|Myofibroblast",0,0.198,"Monocytes","Myofibroblast"
"CPI-SS0178F5C45","TGFB2_TGFBR3","simple:P61812","simple:Q03167","ENSG00000092969","ENSG00000069702","True","False","True","curated","False",0.038,"Injured Tubule|Fibroblast",0,0.193,"Injured Tubule","Fibroblast"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Arterioral Endothelium|Fibroblast",0,0.162,"Arterioral Endothelium","Fibroblast"
"CPI-SS002DF6C31","LGALS9_SLC1A5","simple:O00182","simple:Q15758","ENSG00000168961","ENSG00000105281","True","False","True","I2D,InnateDB-All","False",0.038,"Arterioral Endothelium|Myofibroblast",0,0.134,"Arterioral Endothelium","Myofibroblast"
"CPI-CS06D50EBF8","OSM_OSMR","simple:P13725","complex:OSMR","ENSG00000099985","","True","False","True","curated","False",0.039,"Dendritic Cells|Fibroblast",0,0.362,"Dendritic Cells","Fibroblast"
"CPI-CS06D50EBF8","OSM_OSMR","simple:P13725","complex:OSMR","ENSG00000099985","","True","False","True","curated","False",0.039,"Dendritic Cells|Myofibroblast",0,0.309,"Dendritic Cells","Myofibroblast"
"CPI-CS06D50EBF8","OSM_OSMR","simple:P13725","complex:OSMR","ENSG00000099985","","True","False","True","curated","False",0.039,"Monocytes|Fibroblast",0,0.284,"Monocytes","Fibroblast"
"CPI-SS0241A1F57","SEMA3C_NRP2","simple:Q99985","simple:O60462","ENSG00000075223","ENSG00000118257","True","False","True","curated","False",0.039,"Myofibroblast|Fibroblast",0,0.251,"Myofibroblast","Fibroblast"
"CPI-SS0241A1F57","SEMA3C_NRP2","simple:Q99985","simple:O60462","ENSG00000075223","ENSG00000118257","True","False","True","curated","False",0.039,"Myofibroblast|Myofibroblast",0,0.238,"Myofibroblast","Myofibroblast"
"CPI-CS06D50EBF8","OSM_OSMR","simple:P13725","complex:OSMR","ENSG00000099985","","True","False","True","curated","False",0.039,"Monocytes|Myofibroblast",0,0.231,"Monocytes","Myofibroblast"
"CPI-SS0241A1F57","SEMA3C_NRP2","simple:Q99985","simple:O60462","ENSG00000075223","ENSG00000118257","True","False","True","curated","False",0.039,"Podocytes|Fibroblast",0.008,0.133,"Podocytes","Fibroblast"
"CPI-SS0241A1F57","SEMA3C_NRP2","simple:Q99985","simple:O60462","ENSG00000075223","ENSG00000118257","True","False","True","curated","False",0.039,"Podocytes|Myofibroblast",0.02,0.121,"Podocytes","Myofibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Arterioral Endothelium|Pericytes",0,0.885,"Arterioral Endothelium","Pericytes"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Myofibroblast|Pericytes",0,0.798,"Myofibroblast","Pericytes"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Podocytes|Pericytes",0,0.784,"Podocytes","Pericytes"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Arterioral Endothelium|Myofibroblast",0,0.466,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Arterioral Endothelium|Fibroblast",0,0.388,"Arterioral Endothelium","Fibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Myofibroblast|Myofibroblast",0,0.379,"Myofibroblast","Myofibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Podocytes|Myofibroblast",0,0.365,"Podocytes","Myofibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Myofibroblast|Fibroblast",0,0.301,"Myofibroblast","Fibroblast"
"CPI-SS0D954EA1C","PDGFD_PDGFRB","simple:Q9GZP0","simple:P09619","ENSG00000170962","ENSG00000113721","True","False","True","curated","False",0.042,"Podocytes|Fibroblast",0,0.287,"Podocytes","Fibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Dendritic Cells|Myofibroblast",0,0.585,"Dendritic Cells","Myofibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Monocytes|Myofibroblast",0,0.537,"Monocytes","Myofibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Dendritic Cells|Fibroblast",0,0.486,"Dendritic Cells","Fibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Arterioral Endothelium|Myofibroblast",0,0.473,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Monocytes|Fibroblast",0,0.438,"Monocytes","Fibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Arterioral Endothelium|Fibroblast",0,0.374,"Arterioral Endothelium","Fibroblast"
"CPI-SC0A9458008","aXb2 complex_ICAM1","complex:aXb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.046,"Dendritic Cells|Fibroblast",0,0.361,"Dendritic Cells","Fibroblast"
"CPI-SC0A9458008","aXb2 complex_ICAM1","complex:aXb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.046,"Dendritic Cells|Myofibroblast",0,0.324,"Dendritic Cells","Myofibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Dendritic Cells|Pericytes",0,0.318,"Dendritic Cells","Pericytes"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Monocytes|Pericytes",0,0.27,"Monocytes","Pericytes"
"CPI-SC0A9458008","aXb2 complex_ICAM1","complex:aXb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.046,"Monocytes|Fibroblast",0,0.263,"Monocytes","Fibroblast"
"CPI-SC0A9458008","aXb2 complex_ICAM1","complex:aXb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.046,"Monocytes|Myofibroblast",0.012,0.225,"Monocytes","Myofibroblast"
"CPI-SS0419B80C4","LGALS9_LRP1","simple:O00182","simple:Q07954","ENSG00000168961","ENSG00000123384","True","False","True","InnateDB-All","False",0.046,"Arterioral Endothelium|Pericytes",0,0.206,"Arterioral Endothelium","Pericytes"
"CPI-SS02FBD007E","NECTIN3_NECTIN2","simple:Q9NQS3","simple:Q92692","ENSG00000177707","ENSG00000130202","False","False","True","curated","False",0.048,"Injured Tubule|Fibroblast",0,0.171,"Injured Tubule","Fibroblast"
"CPI-SS02FBD007E","NECTIN3_NECTIN2","simple:Q9NQS3","simple:Q92692","ENSG00000177707","ENSG00000130202","False","False","True","curated","False",0.048,"Myofibroblast|Fibroblast",0,0.157,"Myofibroblast","Fibroblast"
"CPI-SS0F00D756A","TNFSF13B_CD40","simple:Q9Y275","simple:P25942","ENSG00000102524","ENSG00000101017","True","False","True","I2D,InnateDB","False",0.05,"Dendritic Cells|Fibroblast",0,0.365,"Dendritic Cells","Fibroblast"
"CPI-SS0F00D756A","TNFSF13B_CD40","simple:Q9Y275","simple:P25942","ENSG00000102524","ENSG00000101017","True","False","True","I2D,InnateDB","False",0.05,"Dendritic Cells|Myofibroblast",0,0.356,"Dendritic Cells","Myofibroblast"
"CPI-SS0F00D756A","TNFSF13B_CD40","simple:Q9Y275","simple:P25942","ENSG00000102524","ENSG00000101017","True","False","True","I2D,InnateDB","False",0.05,"Monocytes|Fibroblast",0,0.292,"Monocytes","Fibroblast"
"CPI-SS0F00D756A","TNFSF13B_CD40","simple:Q9Y275","simple:P25942","ENSG00000102524","ENSG00000101017","True","False","True","I2D,InnateDB","False",0.05,"Monocytes|Myofibroblast",0,0.283,"Monocytes","Myofibroblast"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Dendritic Cells|Pericytes",0,0.288,"Dendritic Cells","Pericytes"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Dendritic Cells|Myofibroblast",0,0.242,"Dendritic Cells","Myofibroblast"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Monocytes|Pericytes",0,0.24,"Monocytes","Pericytes"
"CPI-SS0F15C1AB3","SEMA3F_NRP2","simple:Q13275","simple:O60462","ENSG00000001617","ENSG00000118257","True","False","True","curated","False",0.051,"Arterioral Endothelium|Fibroblast",0,0.195,"Arterioral Endothelium","Fibroblast"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Monocytes|Myofibroblast",0,0.194,"Monocytes","Myofibroblast"
"CPI-SS0F15C1AB3","SEMA3F_NRP2","simple:Q13275","simple:O60462","ENSG00000001617","ENSG00000118257","True","False","True","curated","False",0.051,"Arterioral Endothelium|Myofibroblast",0,0.183,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Arterioral Endothelium|Pericytes",0,0.176,"Arterioral Endothelium","Pericytes"
"CPI-SS0A9FB762A","LGALS9_PTPRK","simple:O00182","simple:Q15262","ENSG00000168961","ENSG00000152894","True","False","True","InnateDB-All","False",0.051,"Arterioral Endothelium|Myofibroblast",0,0.13,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Monocytes|Fibroblast",0,0.305,"Monocytes","Fibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Monocytes|Myofibroblast",0,0.271,"Monocytes","Myofibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Dendritic Cells|Fibroblast",0,0.25,"Dendritic Cells","Fibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Dendritic Cells|Myofibroblast",0,0.216,"Dendritic Cells","Myofibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Injured Tubule|Fibroblast",0,0.18,"Injured Tubule","Fibroblast"
"CPI-SS0A83A7E30","TNFSF13_FAS","simple:O75888","simple:P25445","ENSG00000161955","ENSG00000026103","True","False","True","I2D,InnateDB-All","False",0.052,"Injured Tubule|Myofibroblast",0,0.146,"Injured Tubule","Myofibroblast"
"CPI-SS02770D68F","JAG2_NOTCH2","simple:Q9Y219","simple:Q04721","ENSG00000184916","ENSG00000134250","False","False","True","curated","False",0.055,"Arterioral Endothelium|Myofibroblast",0,0.465,"Arterioral Endothelium","Myofibroblast"
"CPI-SS02770D68F","JAG2_NOTCH2","simple:Q9Y219","simple:Q04721","ENSG00000184916","ENSG00000134250","False","False","True","curated","False",0.055,"Arterioral Endothelium|Fibroblast",0,0.417,"Arterioral Endothelium","Fibroblast"
"CPI-SS02770D68F","JAG2_NOTCH2","simple:Q9Y219","simple:Q04721","ENSG00000184916","ENSG00000134250","False","False","True","curated","False",0.055,"Arterioral Endothelium|Pericytes",0,0.385,"Arterioral Endothelium","Pericytes"
"CPI-SC03DD946B2","TGFB2_TGFbeta receptor1","simple:P61812","complex:TGFbeta receptor1","ENSG00000092969","","True","False","True","curated","False",0.056,"Podocytes|Myofibroblast",0,0.129,"Podocytes","Myofibroblast"
"CPI-SC03DD946B2","TGFB2_TGFbeta receptor1","simple:P61812","complex:TGFbeta receptor1","ENSG00000092969","","True","False","True","curated","False",0.056,"Injured Tubule|Myofibroblast",0,0.093,"Injured Tubule","Myofibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Arterioral Endothelium|Myofibroblast",0,0.317,"Arterioral Endothelium","Myofibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Arterioral Endothelium|Fibroblast",0,0.283,"Arterioral Endothelium","Fibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Podocytes|Myofibroblast",0,0.224,"Podocytes","Myofibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Myofibroblast|Myofibroblast",0,0.224,"Myofibroblast","Myofibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Arterioral Endothelium|Pericytes",0,0.202,"Arterioral Endothelium","Pericytes"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Podocytes|Fibroblast",0,0.189,"Podocytes","Fibroblast"
"CPI-SS01F67987A","FGF2_FGFR1","simple:P09038","simple:P11362","ENSG00000138685","ENSG00000077782","True","False","True","curated","False",0.057,"Myofibroblast|Fibroblast",0,0.189,"Myofibroblast","Fibroblast"
"CPI-SC0B6D68FD5","aMb2 complex_ICAM1","complex:aMb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.059,"Monocytes|Fibroblast",0,0.271,"Monocytes","Fibroblast"
"CPI-SC0B6D68FD5","aMb2 complex_ICAM1","complex:aMb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.059,"Monocytes|Myofibroblast",0,0.233,"Monocytes","Myofibroblast"
"CPI-SC0B6D68FD5","aMb2 complex_ICAM1","complex:aMb2 complex","simple:P05362","","ENSG00000090339","False","False","True","curated","True",0.059,"Dendritic Cells|Fibroblast",0,0.226,"Dendritic Cells","Fibroblast"
