"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SC0E9C058EB","a4b1 complex_PLAUR","complex:a4b1 complex","simple:Q03405","","ENSG00000011422","True","False","True","curated","True",0.059,"Dendritic Cells|Fibroblast",0,0.195,"Dendritic Cells","Fibroblast"
"CPI-SC0E9C058EB","a4b1 complex_PLAUR","complex:a4b1 complex","simple:Q03405","","ENSG00000011422","True","False","True","curated","True",0.059,"Dendritic Cells|Myofibroblast",0,0.192,"Dendritic Cells","Myofibroblast"
"CPI-SS027CDEA08","DLL4_NOTCH2","simple:Q9NR61","simple:Q04721","ENSG00000128917","ENSG00000134250","False","False","True","curated","False",0.062,"Arterioral Endothelium|Myofibroblast",0,0.341,"Arterioral Endothelium","Myofibroblast"
"CPI-SS027CDEA08","DLL4_NOTCH2","simple:Q9NR61","simple:Q04721","ENSG00000128917","ENSG00000134250","False","False","True","curated","False",0.062,"Arterioral Endothelium|Fibroblast",0,0.293,"Arterioral Endothelium","Fibroblast"
"CPI-SS027CDEA08","DLL4_NOTCH2","simple:Q9NR61","simple:Q04721","ENSG00000128917","ENSG00000134250","False","False","True","curated","False",0.062,"Arterioral Endothelium|Pericytes",0,0.261,"Arterioral Endothelium","Pericytes"
"CPI-SS0BD9F32BA","LGALS9_DAG1","simple:O00182","simple:Q14118","ENSG00000168961","ENSG00000173402","True","False","True","InnateDB-All","False",0.062,"Dendritic Cells|Myofibroblast",0,0.245,"Dendritic Cells","Myofibroblast"
"CPI-SS0BD9F32BA","LGALS9_DAG1","simple:O00182","simple:Q14118","ENSG00000168961","ENSG00000173402","True","False","True","InnateDB-All","False",0.062,"Monocytes|Myofibroblast",0,0.197,"Monocytes","Myofibroblast"
"CPI-SS0BD9F32BA","LGALS9_DAG1","simple:O00182","simple:Q14118","ENSG00000168961","ENSG00000173402","True","False","True","InnateDB-All","False",0.062,"Arterioral Endothelium|Myofibroblast",0,0.133,"Arterioral Endothelium","Myofibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Arterioral Endothelium|Pericytes",0,0.92,"Arterioral Endothelium","Pericytes"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Monocytes|Pericytes",0,0.844,"Monocytes","Pericytes"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Dendritic Cells|Pericytes",0,0.784,"Dendritic Cells","Pericytes"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Arterioral Endothelium|Myofibroblast",0,0.501,"Arterioral Endothelium","Myofibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Monocytes|Myofibroblast",0,0.425,"Monocytes","Myofibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Arterioral Endothelium|Fibroblast",0,0.423,"Arterioral Endothelium","Fibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Dendritic Cells|Myofibroblast",0,0.365,"Dendritic Cells","Myofibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Monocytes|Fibroblast",0,0.347,"Monocytes","Fibroblast"
"CPI-SS05A26A1DE","PDGFB_PDGFRB","simple:P01127","simple:P09619","ENSG00000100311","ENSG00000113721","True","False","True","curated","False",0.063,"Dendritic Cells|Fibroblast",0,0.287,"Dendritic Cells","Fibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Fibroblast|Myofibroblast",0,0.743,"Fibroblast","Myofibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Fibroblast|Fibroblast",0,0.709,"Fibroblast","Fibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Fibroblast|Pericytes",0,0.628,"Fibroblast","Pericytes"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Myofibroblast|Myofibroblast",0,0.616,"Myofibroblast","Myofibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Myofibroblast|Fibroblast",0,0.581,"Myofibroblast","Fibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Myofibroblast|Pericytes",0,0.5,"Myofibroblast","Pericytes"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Podocytes|Myofibroblast",0.012,0.229,"Podocytes","Myofibroblast"
"CPI-SS07833475A","FGF7_FGFR1","simple:P21781","simple:P11362","ENSG00000140285","ENSG00000077782","True","False","True","I2D","False",0.067,"Podocytes|Fibroblast",0.04,0.195,"Podocytes","Fibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Arterioral Endothelium|Pericytes",0,0.491,"Arterioral Endothelium","Pericytes"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Arterioral Endothelium|Fibroblast",0,0.426,"Arterioral Endothelium","Fibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Podocytes|Pericytes",0,0.398,"Podocytes","Pericytes"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Myofibroblast|Pericytes",0,0.397,"Myofibroblast","Pericytes"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Myofibroblast|Fibroblast",0,0.333,"Myofibroblast","Fibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Podocytes|Fibroblast",0,0.333,"Podocytes","Fibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Arterioral Endothelium|Myofibroblast",0,0.31,"Arterioral Endothelium","Myofibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Podocytes|Myofibroblast",0,0.217,"Podocytes","Myofibroblast"
"CPI-SS03DA2A820","FGF2_CD44","simple:P09038","simple:P16070","ENSG00000138685","ENSG00000026508","True","False","True","I2D,InnateDB-All","False",0.076,"Myofibroblast|Myofibroblast",0,0.216,"Myofibroblast","Myofibroblast"
"CPI-SS0579FA162","IGF2_IGF1R","simple:P01344","simple:P08069","ENSG00000167244","ENSG00000140443","True","False","True","curated","False",0.081,"Arterioral Endothelium|Myofibroblast",0,0.753,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0579FA162","IGF2_IGF1R","simple:P01344","simple:P08069","ENSG00000167244","ENSG00000140443","True","False","True","curated","False",0.081,"Fibroblast|Myofibroblast",0,0.156,"Fibroblast","Myofibroblast"
"CPI-SS0579FA162","IGF2_IGF1R","simple:P01344","simple:P08069","ENSG00000167244","ENSG00000140443","True","False","True","curated","False",0.081,"Myofibroblast|Myofibroblast",0.016,0.124,"Myofibroblast","Myofibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Dendritic Cells|Pericytes",0,0.557,"Dendritic Cells","Pericytes"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Monocytes|Pericytes",0,0.509,"Monocytes","Pericytes"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Dendritic Cells|Fibroblast",0,0.492,"Dendritic Cells","Fibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Arterioral Endothelium|Pericytes",0,0.445,"Arterioral Endothelium","Pericytes"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Monocytes|Fibroblast",0,0.444,"Monocytes","Fibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Arterioral Endothelium|Fibroblast",0,0.38,"Arterioral Endothelium","Fibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Dendritic Cells|Myofibroblast",0,0.376,"Dendritic Cells","Myofibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Monocytes|Myofibroblast",0,0.328,"Monocytes","Myofibroblast"
"CPI-SS0703338F5","LGALS9_CD44","simple:O00182","simple:P16070","ENSG00000168961","ENSG00000026508","True","False","True","InnateDB","False",0.082,"Arterioral Endothelium|Myofibroblast",0,0.264,"Arterioral Endothelium","Myofibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Fibroblast|Pericytes",0,0.53,"Fibroblast","Pericytes"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Myofibroblast|Pericytes",0,0.486,"Myofibroblast","Pericytes"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Fibroblast|Fibroblast",0,0.465,"Fibroblast","Fibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Pericytes|Pericytes",0,0.448,"Pericytes","Pericytes"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Myofibroblast|Fibroblast",0,0.421,"Myofibroblast","Fibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Monocytes|Pericytes",0,0.414,"Monocytes","Pericytes"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Pericytes|Fibroblast",0,0.383,"Pericytes","Fibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Fibroblast|Myofibroblast",0,0.349,"Fibroblast","Myofibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Monocytes|Fibroblast",0,0.349,"Monocytes","Fibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Myofibroblast|Myofibroblast",0,0.304,"Myofibroblast","Myofibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Pericytes|Myofibroblast",0,0.266,"Pericytes","Myofibroblast"
"CPI-SS03722104E","HGF_CD44","simple:P14210","simple:P16070","ENSG00000019991","ENSG00000026508","True","False","True","IMEx,InnateDB-All,IntAct","False",0.083,"Monocytes|Myofibroblast",0,0.232,"Monocytes","Myofibroblast"
"CPI-SS038E93B77","FGF9_FGFR1","simple:P31371","simple:P11362","ENSG00000102678","ENSG00000077782","True","False","True","I2D,InnateDB-All","False",0.083,"Podocytes|Myofibroblast",0,0.222,"Podocytes","Myofibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Podocytes|Myofibroblast",0,0.21,"Podocytes","Myofibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Podocytes|Fibroblast",0,0.206,"Podocytes","Fibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Podocytes|Pericytes",0,0.197,"Podocytes","Pericytes"
"CPI-SS038E93B77","FGF9_FGFR1","simple:P31371","simple:P11362","ENSG00000102678","ENSG00000077782","True","False","True","I2D,InnateDB-All","False",0.083,"Podocytes|Fibroblast",0.004,0.188,"Podocytes","Fibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Injured Tubule|Myofibroblast",0,0.147,"Injured Tubule","Myofibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Injured Tubule|Fibroblast",0,0.143,"Injured Tubule","Fibroblast"
"CPI-CS0E4E75E3B","BMP2_BMPR2_BMPR1A","simple:P12643","complex:BMPR1A_BMPR2","ENSG00000125845","","True","False","True","curated","False",0.083,"Injured Tubule|Pericytes",0,0.134,"Injured Tubule","Pericytes"
"CPI-SS0A42A3690","CCL4L2_VSIR","simple:Q8NHW4","simple:Q9H7M9","ENSG00000276070","ENSG00000107738","True","False","True","IMEx,IntAct","False",0.084,"Monocytes|Myofibroblast",0,1.184,"Monocytes","Myofibroblast"
"CPI-SS0A42A3690","CCL4L2_VSIR","simple:Q8NHW4","simple:Q9H7M9","ENSG00000276070","ENSG00000107738","True","False","True","IMEx,IntAct","False",0.084,"Dendritic Cells|Myofibroblast",0,0.537,"Dendritic Cells","Myofibroblast"
"CPI-SS09C52F54E","LGALS9_SORL1","simple:O00182","simple:Q92673","ENSG00000168961","ENSG00000137642","True","False","True","InnateDB-All","False",0.084,"Dendritic Cells|Fibroblast",0,0.266,"Dendritic Cells","Fibroblast"
"CPI-SS09C52F54E","LGALS9_SORL1","simple:O00182","simple:Q92673","ENSG00000168961","ENSG00000137642","True","False","True","InnateDB-All","False",0.084,"Dendritic Cells|Myofibroblast",0,0.255,"Dendritic Cells","Myofibroblast"
"CPI-SS09C52F54E","LGALS9_SORL1","simple:O00182","simple:Q92673","ENSG00000168961","ENSG00000137642","True","False","True","InnateDB-All","False",0.084,"Monocytes|Fibroblast",0,0.218,"Monocytes","Fibroblast"
"CPI-SS09C52F54E","LGALS9_SORL1","simple:O00182","simple:Q92673","ENSG00000168961","ENSG00000137642","True","False","True","InnateDB-All","False",0.084,"Monocytes|Myofibroblast",0,0.207,"Monocytes","Myofibroblast"
"CPI-SS09C52F54E","LGALS9_SORL1","simple:O00182","simple:Q92673","ENSG00000168961","ENSG00000137642","True","False","True","InnateDB-All","False",0.084,"Arterioral Endothelium|Fibroblast",0.02,0.155,"Arterioral Endothelium","Fibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Arterioral Endothelium|Pericytes",0,1.045,"Arterioral Endothelium","Pericytes"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Arterioral Endothelium|Myofibroblast",0,0.722,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Pericytes|Pericytes",0,0.705,"Pericytes","Pericytes"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Arterioral Endothelium|Myofibroblast",0,0.574,"Arterioral Endothelium","Myofibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Myofibroblast|Pericytes",0,0.523,"Myofibroblast","Pericytes"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Fibroblast|Pericytes",0,0.522,"Fibroblast","Pericytes"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Injured Tubule|Pericytes",0,0.504,"Injured Tubule","Pericytes"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Monocytes|Myofibroblast",0,0.498,"Monocytes","Myofibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Arterioral Endothelium|Fibroblast",0,0.475,"Arterioral Endothelium","Fibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Podocytes|Pericytes",0,0.447,"Podocytes","Pericytes"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Dendritic Cells|Myofibroblast",0,0.438,"Dendritic Cells","Myofibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Monocytes|Fibroblast",0,0.399,"Monocytes","Fibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Pericytes|Myofibroblast",0,0.382,"Pericytes","Myofibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Dendritic Cells|Fibroblast",0,0.339,"Dendritic Cells","Fibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Arterioral Endothelium|Pericytes",0,0.307,"Arterioral Endothelium","Pericytes"
"CPI-SS0BF490275","KL_FGFR1","simple:Q9UEF7","simple:P11362","ENSG00000133116","ENSG00000077782","True","False","True","I2D","False",0.092,"Injured Tubule|Myofibroblast",0,0.25,"Injured Tubule","Myofibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Monocytes|Pericytes",0,0.231,"Monocytes","Pericytes"
"CPI-SS0BF490275","KL_FGFR1","simple:Q9UEF7","simple:P11362","ENSG00000133116","ENSG00000077782","True","False","True","I2D","False",0.092,"Injured Tubule|Fibroblast",0,0.216,"Injured Tubule","Fibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Myofibroblast|Myofibroblast",0,0.2,"Myofibroblast","Myofibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Fibroblast|Myofibroblast",0,0.199,"Fibroblast","Myofibroblast"
"CPI-SS0B99F22A2","JAG1_NOTCH3","simple:P78504","simple:Q9UM47","ENSG00000101384","ENSG00000074181","False","False","True","curated","False",0.092,"Injured Tubule|Myofibroblast",0,0.181,"Injured Tubule","Myofibroblast"
"CPI-SS02928C71A","PDGFB_LRP1","simple:P01127","simple:Q07954","ENSG00000100311","ENSG00000123384","True","False","True","I2D,InnateDB-All","False",0.092,"Dendritic Cells|Pericytes",0.047,0.17,"Dendritic Cells","Pericytes"
"CPI-SS09C4FCB90","SPN_ICAM1","simple:P16150","simple:P05362","ENSG00000197471","ENSG00000090339","False","False","True","curated","False",0.098,"Dendritic Cells|Fibroblast",0,0.291,"Dendritic Cells","Fibroblast"
"CPI-SS09C4FCB90","SPN_ICAM1","simple:P16150","simple:P05362","ENSG00000197471","ENSG00000090339","False","False","True","curated","False",0.098,"Dendritic Cells|Myofibroblast",0,0.253,"Dendritic Cells","Myofibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Dendritic Cells|Myofibroblast",0,0.858,"Dendritic Cells","Myofibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Dendritic Cells|Fibroblast",0,0.854,"Dendritic Cells","Fibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Podocytes|Myofibroblast",0,0.475,"Podocytes","Myofibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Podocytes|Fibroblast",0,0.471,"Podocytes","Fibroblast"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Podocytes|Pericytes",0,0.279,"Podocytes","Pericytes"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Podocytes|Myofibroblast",0,0.233,"Podocytes","Myofibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Monocytes|Myofibroblast",0,0.216,"Monocytes","Myofibroblast"
"CPI-SS0481D83A4","AREG_EGFR","simple:P15514","simple:P00533","ENSG00000109321","ENSG00000146648","True","False","True","curated","False",0.099,"Monocytes|Fibroblast",0,0.212,"Monocytes","Fibroblast"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Fibroblast|Pericytes",0,0.181,"Fibroblast","Pericytes"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Injured Tubule|Pericytes",0,0.176,"Injured Tubule","Pericytes"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Myofibroblast|Pericytes",0,0.164,"Myofibroblast","Pericytes"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Dendritic Cells|Pericytes",0,0.162,"Dendritic Cells","Pericytes"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Fibroblast|Myofibroblast",0,0.135,"Fibroblast","Myofibroblast"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Injured Tubule|Myofibroblast",0,0.131,"Injured Tubule","Myofibroblast"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Myofibroblast|Myofibroblast",0,0.119,"Myofibroblast","Myofibroblast"
"CPI-SS0472C478C","BMP7_PTPRK","simple:P18075","simple:Q15262","ENSG00000101144","ENSG00000152894","True","False","True","InnateDB-All","False",0.099,"Dendritic Cells|Myofibroblast",0,0.116,"Dendritic Cells","Myofibroblast"
"CPI-SS0E41702C1","IGF1_IGF1R","simple:P05019","simple:P08069","ENSG00000017427","ENSG00000140443","True","False","True","curated","False",0.1,"Monocytes|Myofibroblast",0,0.303,"Monocytes","Myofibroblast"
"CPI-SS0E41702C1","IGF1_IGF1R","simple:P05019","simple:P08069","ENSG00000017427","ENSG00000140443","True","False","True","curated","False",0.1,"Podocytes|Myofibroblast",0,0.199,"Podocytes","Myofibroblast"
"CPI-SS0E41702C1","IGF1_IGF1R","simple:P05019","simple:P08069","ENSG00000017427","ENSG00000140443","True","False","True","curated","False",0.1,"Fibroblast|Myofibroblast",0,0.172,"Fibroblast","Myofibroblast"
"CPI-SS0E41702C1","IGF1_IGF1R","simple:P05019","simple:P08069","ENSG00000017427","ENSG00000140443","True","False","True","curated","False",0.1,"Myofibroblast|Myofibroblast",0,0.141,"Myofibroblast","Myofibroblast"
"CPI-SS044C72D0D","SEMA4A_PLXND1","simple:Q9H3S1","simple:Q9Y4D7","ENSG00000196189","ENSG00000004399","False","False","True","curated","False",0.101,"Fibroblast|Pericytes",0,0.221,"Fibroblast","Pericytes"
"CPI-SS044C72D0D","SEMA4A_PLXND1","simple:Q9H3S1","simple:Q9Y4D7","ENSG00000196189","ENSG00000004399","False","False","True","curated","False",0.101,"Fibroblast|Fibroblast",0.004,0.195,"Fibroblast","Fibroblast"
