"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Fibroblast|Arterioral Endothelium",0,0.27,"Fibroblast","Arterioral Endothelium"
"CPI-SC07ECBFCA7","COL1A1_a10b1 complex","simple:P02452","complex:a10b1 complex","ENSG00000108821","","True","False","False","curated","True",0.029,"Pericytes|Injured Endothelium",0,0.265,"Pericytes","Injured Endothelium"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Connecting Tubule",0,0.264,"Myofibroblast","Connecting Tubule"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Fibroblast|Thick Ascending Limb",0,0.261,"Fibroblast","Thick Ascending Limb"
"CPI-SC07ECBFCA7","COL1A1_a10b1 complex","simple:P02452","complex:a10b1 complex","ENSG00000108821","","True","False","False","curated","True",0.029,"Pericytes|Podocytes",0,0.256,"Pericytes","Podocytes"
"CPI-SC07ECBFCA7","COL1A1_a10b1 complex","simple:P02452","complex:a10b1 complex","ENSG00000108821","","True","False","False","curated","True",0.029,"Pericytes|Myofibroblast",0,0.252,"Pericytes","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Podocytes",0,0.25,"Pericytes","Podocytes"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Fibroblast|Intercalated Cells",0,0.249,"Fibroblast","Intercalated Cells"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Collecting Duct Principal Cells",0,0.245,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Podocytes",0,0.243,"Fibroblast","Podocytes"
"CPI-SS0938C6980","DLL4_NOTCH3","simple:Q9NR61","simple:Q9UM47","ENSG00000128917","ENSG00000074181","False","False","True","curated","False",0.029,"Vasa Recta|Myofibroblast",0,0.241,"Vasa Recta","Myofibroblast"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Fibroblast|Schwann Cells",0,0.24,"Fibroblast","Schwann Cells"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Descending Thin Limb",0,0.237,"Myofibroblast","Descending Thin Limb"
"CPI-SC02131C05A","COL12A1_a10b1 complex","simple:Q99715","complex:a10b1 complex","ENSG00000111799","","True","False","False","curated","True",0.029,"Smooth Muscle Cells|Myofibroblast",0,0.236,"Smooth Muscle Cells","Myofibroblast"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Schwann Cells|Myofibroblast",0,0.235,"Schwann Cells","Myofibroblast"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Fibroblast|Distal Convoluted Tubule",0,0.233,"Fibroblast","Distal Convoluted Tubule"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Myofibroblast|Arterioral Endothelium",0,0.225,"Myofibroblast","Arterioral Endothelium"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Myofibroblast|Thick Ascending Limb",0,0.216,"Myofibroblast","Thick Ascending Limb"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Thick Ascending Limb",0,0.214,"Pericytes","Thick Ascending Limb"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Thick Ascending Limb",0,0.212,"Myofibroblast","Thick Ascending Limb"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Thick Ascending Limb",0,0.207,"Fibroblast","Thick Ascending Limb"
"CPI-SS01158CABF","FAM3C_FFAR2","simple:Q92520","simple:O15552","ENSG00000196937","ENSG00000126262","True","False","True","IMEx,IntAct","False",0.029,"Pericytes|Macrophages",0,0.204,"Pericytes","Macrophages"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Myofibroblast|Intercalated Cells",0,0.204,"Myofibroblast","Intercalated Cells"
"CPI-SC07ECBFCA7","COL1A1_a10b1 complex","simple:P02452","complex:a10b1 complex","ENSG00000108821","","True","False","False","curated","True",0.029,"Smooth Muscle Cells|Myofibroblast",0,0.193,"Smooth Muscle Cells","Myofibroblast"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Smooth Muscle Cells",0,0.192,"Myofibroblast","Smooth Muscle Cells"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Myofibroblast|Distal Convoluted Tubule",0,0.189,"Myofibroblast","Distal Convoluted Tubule"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Pericytes|Arterioral Endothelium",0,0.187,"Pericytes","Arterioral Endothelium"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Smooth Muscle Cells|Fibroblast",0,0.186,"Smooth Muscle Cells","Fibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Descending Thin Limb",0,0.184,"Pericytes","Descending Thin Limb"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Fibroblast",0,0.184,"Pericytes","Fibroblast"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Arterioral Endothelium",0,0.183,"Myofibroblast","Arterioral Endothelium"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Pericytes|Thick Ascending Limb",0,0.178,"Pericytes","Thick Ascending Limb"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Fibroblast",0,0.177,"Fibroblast","Fibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Descending Thin Limb",0,0.176,"Fibroblast","Descending Thin Limb"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Smooth Muscle Cells|Pericytes",0,0.176,"Smooth Muscle Cells","Pericytes"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Uroethlial Cells",0,0.174,"Myofibroblast","Uroethlial Cells"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Pericytes",0,0.174,"Pericytes","Pericytes"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Podocytes|Myofibroblast",0,0.173,"Podocytes","Myofibroblast"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Intercalated Cells",0,0.17,"Myofibroblast","Intercalated Cells"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Pericytes",0,0.167,"Fibroblast","Pericytes"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Pericytes|Intercalated Cells",0,0.166,"Pericytes","Intercalated Cells"
"CPI-SS0938C6980","DLL4_NOTCH3","simple:Q9NR61","simple:Q9UM47","ENSG00000128917","ENSG00000074181","False","False","True","curated","False",0.029,"Injured Endothelium|Myofibroblast",0,0.16,"Injured Endothelium","Myofibroblast"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Injured Tubule",0,0.158,"Myofibroblast","Injured Tubule"
"CPI-SC07ECBFCA7","COL1A1_a10b1 complex","simple:P02452","complex:a10b1 complex","ENSG00000108821","","True","False","False","curated","True",0.029,"Podocytes|Myofibroblast",0,0.158,"Podocytes","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Smooth Muscle Cells|Myofibroblast",0,0.154,"Smooth Muscle Cells","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Myofibroblast",0,0.152,"Pericytes","Myofibroblast"
"CPI-SS07F60834D","HGF_MET","simple:P14210","simple:P08581","ENSG00000019991","ENSG00000105976","True","False","True","curated","False",0.029,"Pericytes|Distal Convoluted Tubule",0,0.151,"Pericytes","Distal Convoluted Tubule"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Myofibroblast",0,0.144,"Fibroblast","Myofibroblast"
"CPI-SS0938C6980","DLL4_NOTCH3","simple:Q9NR61","simple:Q9UM47","ENSG00000128917","ENSG00000074181","False","False","True","curated","False",0.029,"Venular Endothelium|Myofibroblast",0,0.14,"Venular Endothelium","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Pericytes|Injured Tubule",0,0.132,"Pericytes","Injured Tubule"
"CPI-SC03C093767","COL10A1_a2b1 complex","simple:Q03692","complex:a2b1 complex","ENSG00000123500","","True","False","False","curated","True",0.029,"Myofibroblast|Podocytes",0.008,0.127,"Myofibroblast","Podocytes"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Fibroblast|Injured Endothelium",0,0.127,"Fibroblast","Injured Endothelium"
"CPI-SC02131C05A","COL12A1_a10b1 complex","simple:Q99715","complex:a10b1 complex","ENSG00000111799","","True","False","False","curated","True",0.029,"Podocytes|Myofibroblast",0,0.125,"Podocytes","Myofibroblast"
"CPI-SS093E05DD4","NTF3_NTRK2","simple:P20783","simple:Q16620","ENSG00000185652","ENSG00000148053","True","False","True","curated","False",0.029,"Fibroblast|Injured Tubule",0,0.124,"Fibroblast","Injured Tubule"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Arterioral Endothelium|Myofibroblast",0,0.123,"Arterioral Endothelium","Myofibroblast"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Fibroblast|Podocytes",0,0.118,"Fibroblast","Podocytes"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Fibroblast|Myofibroblast",0,0.114,"Fibroblast","Myofibroblast"
"CPI-SC0F8101D41","COL8A1_a10b1 complex","simple:P27658","complex:a10b1 complex","ENSG00000144810","","True","False","False","curated","True",0.029,"Injured Tubule|Myofibroblast",0,0.106,"Injured Tubule","Myofibroblast"
"CPI-SC02131C05A","COL12A1_a10b1 complex","simple:Q99715","complex:a10b1 complex","ENSG00000111799","","True","False","False","curated","True",0.029,"Injured Tubule|Myofibroblast",0,0.093,"Injured Tubule","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Myofibroblast|Glomerular Capillaries",0,0.558,"Myofibroblast","Glomerular Capillaries"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Fibroblast|Glomerular Capillaries",0,0.522,"Fibroblast","Glomerular Capillaries"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Myofibroblast|Smooth Muscle Cells",0,0.492,"Myofibroblast","Smooth Muscle Cells"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Fibroblast|Smooth Muscle Cells",0,0.456,"Fibroblast","Smooth Muscle Cells"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Myofibroblast|Schwann Cells",0,0.43,"Myofibroblast","Schwann Cells"
"CPI-SS0EB5AEC83","SELL_CD34","simple:P14151","simple:P28906","ENSG00000188404","ENSG00000174059","False","False","False","curated","False",0.03,"B Cells|Myofibroblast",0.004,0.335,"B Cells","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Myofibroblast|Injured Endothelium",0,0.317,"Myofibroblast","Injured Endothelium"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Myofibroblast|Podocytes",0,0.309,"Myofibroblast","Podocytes"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Myofibroblast|Myofibroblast",0,0.304,"Myofibroblast","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Fibroblast|Schwann Cells",0,0.279,"Fibroblast","Schwann Cells"
"CPI-SC0EB8DC52F","CD47_SIRB1 complex","simple:Q08722","complex:SIRB1 complex","ENSG00000196776","","False","True","True","curated","False",0.03,"Myofibroblast|Macrophages",0,0.268,"Myofibroblast","Macrophages"
"CPI-SC0EB8DC52F","CD47_SIRB1 complex","simple:Q08722","complex:SIRB1 complex","ENSG00000196776","","False","True","True","curated","False",0.03,"Fibroblast|Macrophages",0,0.265,"Fibroblast","Macrophages"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Podocytes|Myofibroblast",0,0.257,"Podocytes","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Podocytes|Myofibroblast",0,0.257,"Podocytes","Myofibroblast"
"CPI-SC0EB8DC52F","CD47_SIRB1 complex","simple:Q08722","complex:SIRB1 complex","ENSG00000196776","","False","True","True","curated","False",0.03,"Pericytes|Macrophages",0,0.229,"Pericytes","Macrophages"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Myofibroblast|Plasma Cells",0,0.227,"Myofibroblast","Plasma Cells"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Myofibroblast|Myofibroblast",0,0.208,"Myofibroblast","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Vasa Recta|Myofibroblast",0,0.208,"Vasa Recta","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Myofibroblast|Fibroblast",0,0.204,"Myofibroblast","Fibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Venular Endothelium|Myofibroblast",0,0.203,"Venular Endothelium","Myofibroblast"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Podocytes|Myofibroblast",0.024,0.192,"Podocytes","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Fibroblast|Plasma Cells",0,0.191,"Fibroblast","Plasma Cells"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Intercalated Cells|Myofibroblast",0,0.191,"Intercalated Cells","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Schwann Cells|Myofibroblast",0.04,0.19,"Schwann Cells","Myofibroblast"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Podocytes|Pericytes",0.032,0.189,"Podocytes","Pericytes"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Intercalated Cells|Pericytes",0,0.189,"Intercalated Cells","Pericytes"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Podocytes|Fibroblast",0.024,0.189,"Podocytes","Fibroblast"
"CPI-SS0B84DAE3D","PVR_CD96","simple:P15151","simple:P40200","ENSG00000073008","ENSG00000153283","True","True","True","curated","False",0.03,"Intercalated Cells|Fibroblast",0,0.188,"Intercalated Cells","Fibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Injured Tubule|Myofibroblast",0,0.184,"Injured Tubule","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Injured Tubule|Fibroblast",0,0.179,"Injured Tubule","Fibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Podocytes|Myofibroblast",0,0.177,"Podocytes","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Podocytes|Fibroblast",0,0.173,"Podocytes","Fibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Fibroblast|Myofibroblast",0,0.173,"Fibroblast","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Fibroblast|Fibroblast",0,0.169,"Fibroblast","Fibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Fibroblast|Injured Endothelium",0,0.165,"Fibroblast","Injured Endothelium"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Myofibroblast",0,0.159,"Fibroblast","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Myofibroblast",0,0.159,"Fibroblast","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Fibroblast|Podocytes",0.004,0.157,"Fibroblast","Podocytes"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Injured Tubule|Myofibroblast",0,0.155,"Injured Tubule","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Injured Tubule|Myofibroblast",0,0.155,"Injured Tubule","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Plasma Cells|Myofibroblast",0,0.152,"Plasma Cells","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Plasma Cells|Myofibroblast",0,0.152,"Plasma Cells","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Fibroblast|Myofibroblast",0,0.152,"Fibroblast","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Intercalated Cells|Myofibroblast",0,0.15,"Intercalated Cells","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Intercalated Cells|Myofibroblast",0,0.15,"Intercalated Cells","Myofibroblast"
"CPI-SC08E75294D","COL15A1_a10b1 complex","simple:P39059","complex:a10b1 complex","ENSG00000204291","","True","False","False","curated","True",0.03,"Injured Endothelium|Myofibroblast",0,0.147,"Injured Endothelium","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Myofibroblast",0,0.143,"Myofibroblast","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Myofibroblast",0,0.143,"Myofibroblast","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Dendritic Cells|Myofibroblast",0,0.14,"Dendritic Cells","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Dendritic Cells|Myofibroblast",0,0.14,"Dendritic Cells","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Injured Tubule",0,0.121,"Fibroblast","Injured Tubule"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Injured Tubule",0,0.121,"Fibroblast","Injured Tubule"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Podocytes",0.004,0.118,"Fibroblast","Podocytes"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Fibroblast|Podocytes",0.004,0.118,"Fibroblast","Podocytes"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Collecting Duct Principal Cells|Myofibroblast",0,0.115,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Collecting Duct Principal Cells|Myofibroblast",0,0.115,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Descending Thin Limb|Myofibroblast",0,0.114,"Descending Thin Limb","Myofibroblast"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Descending Thin Limb|Myofibroblast",0,0.114,"Descending Thin Limb","Myofibroblast"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Descending Thin Limb|Myofibroblast",0,0.107,"Descending Thin Limb","Myofibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Injured Tubule",0,0.105,"Myofibroblast","Injured Tubule"
"CPI-CS08CC8F9D3","BMP7_BMPR2_ACVR1","simple:P18075","complex:ACVR1_BMPR2","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Injured Tubule",0,0.105,"Myofibroblast","Injured Tubule"
"CPI-SC01195CB48","TNC_a8b1 complex","simple:P24821","complex:a8b1 complex","ENSG00000041982","","True","False","False","curated","True",0.03,"Descending Thin Limb|Fibroblast",0,0.103,"Descending Thin Limb","Fibroblast"
"CPI-CS046B3C139","BMP7_1A2A receptor_ACVR","simple:P18075","complex:ACVR_1A2A receptor","ENSG00000101144","","True","False","True","curated","False",0.03,"Myofibroblast|Podocytes",0.016,0.101,"Myofibroblast","Podocytes"
