"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Venular Endothelium|Myofibroblast",0,0.653,"Venular Endothelium","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Venular Endothelium|Fibroblast",0,0.6,"Venular Endothelium","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Vasa Recta|Myofibroblast",0,0.581,"Vasa Recta","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Venular Endothelium|Pericytes",0,0.545,"Venular Endothelium","Pericytes"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Vasa Recta|Fibroblast",0,0.528,"Vasa Recta","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Podocytes|Myofibroblast",0.016,0.523,"Podocytes","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Lymph Endothelium|Myofibroblast",0,0.499,"Lymph Endothelium","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Vasa Recta|Pericytes",0,0.473,"Vasa Recta","Pericytes"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Podocytes|Fibroblast",0.032,0.471,"Podocytes","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Lymph Endothelium|Fibroblast",0,0.446,"Lymph Endothelium","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Injured Tubule",0,0.427,"Fibroblast","Injured Tubule"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Collecting Duct Principal Cells",0,0.427,"Fibroblast","Collecting Duct Principal Cells"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Smooth Muscle Cells|Myofibroblast",0,0.423,"Smooth Muscle Cells","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Myofibroblast",0,0.402,"Fibroblast","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Injured Endothelium|Myofibroblast",0,0.4,"Injured Endothelium","Myofibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Lymph Endothelium|Pericytes",0,0.39,"Lymph Endothelium","Pericytes"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Intercalated Cells",0,0.387,"Fibroblast","Intercalated Cells"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Smooth Muscle Cells",0,0.381,"Fibroblast","Smooth Muscle Cells"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Descending Thin Limb",0,0.376,"Fibroblast","Descending Thin Limb"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Smooth Muscle Cells|Fibroblast",0.016,0.37,"Smooth Muscle Cells","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Distal Convoluted Tubule",0,0.367,"Fibroblast","Distal Convoluted Tubule"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Fibroblast",0.016,0.35,"Fibroblast","Fibroblast"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Fibroblast|Venular Endothelium",0.024,0.348,"Fibroblast","Venular Endothelium"
"CPI-SC096929DB0","FN1_aVb1 complex","simple:P02751","complex:aVb1 complex","ENSG00000115414","","True","False","False","curated","True",0.2,"Injured Endothelium|Fibroblast",0.003,0.347,"Injured Endothelium","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Arterioral Endothelium|Myofibroblast",0,0.785,"Arterioral Endothelium","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Arterioral Endothelium|Fibroblast",0,0.737,"Arterioral Endothelium","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Arterioral Endothelium|Pericytes",0,0.705,"Arterioral Endothelium","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Smooth Muscle Cells|Myofibroblast",0,0.579,"Smooth Muscle Cells","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Schwann Cells|Myofibroblast",0,0.566,"Schwann Cells","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Macrophages",0,0.557,"Pericytes","Macrophages"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Smooth Muscle Cells|Fibroblast",0,0.531,"Smooth Muscle Cells","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Podocytes",0,0.529,"Pericytes","Podocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Schwann Cells|Fibroblast",0,0.518,"Schwann Cells","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Smooth Muscle Cells|Pericytes",0,0.499,"Smooth Muscle Cells","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Schwann Cells|Pericytes",0,0.486,"Schwann Cells","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Myofibroblast",0,0.445,"Pericytes","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Dendritic Cells",0,0.41,"Pericytes","Dendritic Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Fibroblast",0,0.397,"Pericytes","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Monocytes",0,0.397,"Pericytes","Monocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Smooth Muscle Cells",0,0.384,"Pericytes","Smooth Muscle Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Macrophages",0,0.375,"Myofibroblast","Macrophages"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Macrophages",0,0.374,"Fibroblast","Macrophages"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Injured Tubule",0,0.37,"Pericytes","Injured Tubule"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Schwann Cells",0,0.365,"Pericytes","Schwann Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Pericytes",0,0.365,"Pericytes","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Collecting Duct Principal Cells",0,0.347,"Pericytes","Collecting Duct Principal Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Podocytes",0,0.346,"Fibroblast","Podocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Podocytes",0,0.346,"Myofibroblast","Podocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Pericytes|Descending Thin Limb",0,0.335,"Pericytes","Descending Thin Limb"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Myofibroblast",0,0.263,"Myofibroblast","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Myofibroblast",0,0.262,"Fibroblast","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Distal Convoluted Tubule|Myofibroblast",0,0.245,"Distal Convoluted Tubule","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Tubule|Myofibroblast",0,0.244,"Injured Tubule","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Collecting Duct Principal Cells|Myofibroblast",0,0.237,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Venular Endothelium|Myofibroblast",0,0.236,"Venular Endothelium","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Dendritic Cells",0,0.228,"Myofibroblast","Dendritic Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Dendritic Cells",0,0.227,"Fibroblast","Dendritic Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Lymph Endothelium|Myofibroblast",0,0.218,"Lymph Endothelium","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Intercalated Cells|Myofibroblast",0,0.218,"Intercalated Cells","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Fibroblast",0,0.215,"Myofibroblast","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Monocytes",0,0.214,"Fibroblast","Monocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Monocytes",0,0.214,"Myofibroblast","Monocytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Endothelium|Myofibroblast",0,0.214,"Injured Endothelium","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Fibroblast",0,0.214,"Fibroblast","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Descending Thin Limb|Myofibroblast",0,0.205,"Descending Thin Limb","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Thick Ascending Limb|Myofibroblast",0,0.205,"Thick Ascending Limb","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Smooth Muscle Cells",0,0.201,"Fibroblast","Smooth Muscle Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Smooth Muscle Cells",0,0.201,"Myofibroblast","Smooth Muscle Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Tubule|Fibroblast",0,0.196,"Injured Tubule","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Distal Convoluted Tubule|Fibroblast",0,0.196,"Distal Convoluted Tubule","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Collecting Duct Principal Cells|Fibroblast",0,0.189,"Collecting Duct Principal Cells","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Venular Endothelium|Fibroblast",0,0.188,"Venular Endothelium","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Injured Tubule",0,0.188,"Myofibroblast","Injured Tubule"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Podocytes|Myofibroblast",0.011,0.188,"Podocytes","Myofibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Injured Tubule",0,0.187,"Fibroblast","Injured Tubule"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Schwann Cells",0.016,0.183,"Myofibroblast","Schwann Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Pericytes",0,0.183,"Myofibroblast","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Pericytes",0,0.182,"Fibroblast","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Schwann Cells",0.012,0.182,"Fibroblast","Schwann Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Intercalated Cells|Fibroblast",0,0.17,"Intercalated Cells","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Lymph Endothelium|Fibroblast",0,0.17,"Lymph Endothelium","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Endothelium|Fibroblast",0,0.166,"Injured Endothelium","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Distal Convoluted Tubule|Pericytes",0,0.165,"Distal Convoluted Tubule","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Tubule|Pericytes",0,0.164,"Injured Tubule","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Collecting Duct Principal Cells",0,0.164,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Collecting Duct Principal Cells",0,0.164,"Fibroblast","Collecting Duct Principal Cells"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Descending Thin Limb|Fibroblast",0,0.157,"Descending Thin Limb","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Collecting Duct Principal Cells|Pericytes",0,0.157,"Collecting Duct Principal Cells","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Thick Ascending Limb|Fibroblast",0,0.156,"Thick Ascending Limb","Fibroblast"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Venular Endothelium|Pericytes",0,0.156,"Venular Endothelium","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Myofibroblast|Descending Thin Limb",0,0.153,"Myofibroblast","Descending Thin Limb"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Fibroblast|Descending Thin Limb",0,0.152,"Fibroblast","Descending Thin Limb"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Intercalated Cells|Pericytes",0,0.138,"Intercalated Cells","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Lymph Endothelium|Pericytes",0,0.138,"Lymph Endothelium","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Injured Endothelium|Pericytes",0,0.134,"Injured Endothelium","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Thick Ascending Limb|Pericytes",0,0.125,"Thick Ascending Limb","Pericytes"
"CPI-SS060B82BBC","JAG1_NOTCH2","simple:P78504","simple:Q04721","ENSG00000101384","ENSG00000134250","False","False","True","curated","False",0.203,"Descending Thin Limb|Pericytes",0.008,0.125,"Descending Thin Limb","Pericytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Macrophages",0,0.983,"Pericytes","Macrophages"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Fibroblast|Macrophages",0,0.918,"Fibroblast","Macrophages"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Basophils|Myofibroblast",0,0.912,"Basophils","Myofibroblast"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Dendritic Cells",0,0.805,"Pericytes","Dendritic Cells"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Myofibroblast|Macrophages",0,0.802,"Myofibroblast","Macrophages"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Fibroblast|Dendritic Cells",0,0.74,"Fibroblast","Dendritic Cells"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Monocytes",0,0.729,"Pericytes","Monocytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Macrophages|Myofibroblast",0,0.714,"Macrophages","Myofibroblast"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Fibroblast|Monocytes",0,0.664,"Fibroblast","Monocytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Myofibroblast|Dendritic Cells",0,0.624,"Myofibroblast","Dendritic Cells"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Descending Thin Limb",0,0.559,"Pericytes","Descending Thin Limb"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Myofibroblast|Monocytes",0,0.547,"Myofibroblast","Monocytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Podocytes",0,0.506,"Pericytes","Podocytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Schwann Cells|Myofibroblast",0,0.496,"Schwann Cells","Myofibroblast"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Fibroblast|Descending Thin Limb",0,0.495,"Fibroblast","Descending Thin Limb"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Dendritic Cells|Myofibroblast",0,0.467,"Dendritic Cells","Myofibroblast"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Injured Tubule",0,0.464,"Pericytes","Injured Tubule"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Arterioral Endothelium",0,0.442,"Pericytes","Arterioral Endothelium"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Fibroblast|Podocytes",0,0.441,"Fibroblast","Podocytes"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"T Cells|Myofibroblast",0,0.433,"T Cells","Myofibroblast"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Collecting Duct Principal Cells",0,0.432,"Pericytes","Collecting Duct Principal Cells"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Thick Ascending Limb",0,0.431,"Pericytes","Thick Ascending Limb"
"CPI-SS0632A027A","CD44_HBEGF","simple:P16070","simple:Q99075","ENSG00000026508","ENSG00000113070","True","True","True","I2D,InnateDB-All","False",0.205,"Pericytes|Venular Endothelium",0,0.431,"Pericytes","Venular Endothelium"
