"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
-0.253842617740377,-0.118370501396069,0.252860306844463,-0.00985527122358364,0.0304660696654228,-0.478877907719526,0.043359145772029,-0.0830513809968701,0.0686988115381011,-0.0439710480124728,0.353597586594211,-0.487755200312447,0.0936665549334258,-0.409505192288754,0.12982052930381,-0.085927878755626,0.0605238018575312,-0.110413900701173,0.179829042849417
-0.277588342225934,-0.167640714911872,0.131925811369236,0.0230207210965819,0.0973666592286223,-0.608862447462453,-0.132937701267193,-0.0238871964302658,0.281992297211275,0.0801661937517773,-0.207493954298106,0.172023414808192,-0.0865243882119175,-0.142510626569881,-0.218151445181618,0.175710316278729,0.265866628330176,-0.221128184136583,0.30665196494851
-0.242229314198753,-0.172201757762206,0.200097420309735,0.0872310974810014,-0.0985087990885131,-0.227403236649996,0.255202059351631,-0.0170290210335024,-0.166678466901162,-0.119662250764462,0.211885629706897,-0.0639907095250842,-0.132517978386821,-0.551200161033901,-0.259007258433433,0.00770108906096245,0.335540543704965,-0.0972937244867131,0.368127229523303
-0.398054066884707,-0.138730355737483,0.230211405325311,0.163539997725476,-0.00597792913018241,0.236232849605697,0.0864941152981285,0.167128606916078,0.335938310684312,0.0598538549326412,-0.21741514862137,0.185758747104868,0.117851532717897,-0.58332371672616,-0.0705861003036936,0.138037125444895,-0.165078096296431,-0.209246124573781,-0.062207156188521
-0.382152904770016,-0.175620668581738,0.252592571276932,0.0547793021141154,0.0197422463020996,-0.283447974650095,0.465243128919705,-0.0598364015141409,0.294733464177987,-0.0771771511223081,-0.167197705887004,0.102797742117921,0.0209196170834831,-0.2560212233471,-0.100007360160219,0.390608117891511,-0.298790289722564,-0.012667476960207,-0.0787739495372384
-0.401287101819489,-0.189628256280529,0.413001436023818,0.178040240131291,-0.0497998944468633,0.186045318215838,0.0794875944702554,0.577493970616814,-0.177674896306277,0.116571819907746,0.139792298214755,-0.0878626516885408,0.201809658056974,0.0470080580366876,-0.268488292837912,0.0204530704677815,0.112832724475878,-0.0297639609796038,0.149510618450181
-0.274384957587708,-0.0170920094046075,0.305138177571657,0.127598258931597,-0.00173599242191086,-0.228732719759664,-0.485862087918915,0.452590682546743,0.0428809059640917,0.221206843011369,-0.0608819797660351,-0.0644863567270677,0.126291493373739,0.148367103144535,0.227496499284181,-0.00716435183993333,-0.374379286778636,0.0916170287988122,-0.157638735082291
-0.368648679676853,-0.0355716520728381,0.111196053845695,0.0857882785102246,0.208015123280483,0.382947692734382,-0.377097705077593,-0.230467530741439,-0.0110367105243095,0.168261288794414,-0.321791920361381,0.0263652230968484,0.369131621090289,-0.0216013140583949,0.128698121007601,0.129294261451009,0.181994970952001,0.232743999038798,-0.260567979532968
-0.375351249874992,-0.0380776578358236,0.331571614632283,0.244872384092236,0.102176229113747,-0.118589365170161,-0.248382579631345,0.027514889879394,0.032442657121614,0.0765412042737284,0.119596421087853,-0.219639621193576,0.466473452219157,0.180383414156147,0.138726413021494,-0.123606844686362,0.432652355705236,-0.241544231070632,-0.0340288658892647
-0.381165596907122,-0.229324758873234,0.0973900099108805,0.0214653454057637,-0.122053517698245,-0.25279525614583,0.193204181252099,-0.261154692820997,0.198090413492799,0.0147539952654449,-0.24547284523017,0.182710162190705,0.0860061216205638,-0.444084901381511,-0.146032653327463,-0.0903926200189253,-0.34964691332138,-0.34221930699435,-0.0357210022988037
