genes,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000164176.12;EDIL3,EDIL3,-2.34214077081782,7.86306955121799,-46.2601104328744,1.2926333254457e-16,1.39777709066819e-13,28.5384447672392
ENSG00000150051.13;MKX,MKX,-2.92946666763667,7.29534971323593,-45.818895162043,1.47547080834353e-16,1.43445271987158e-13,28.3294451724669
ENSG00000106624.10;AEBP1,AEBP1,-2.70345764193776,6.35240636238183,-45.3437865030368,1.70378100199e-16,1.57753894298541e-13,28.0215308887477
ENSG00000170581.13;STAT2,STAT2,-1.66909907561127,8.35896531800381,-43.2604287975947,3.26031670338296e-16,2.75624339045992e-13,27.6782544037799
ENSG00000103196.11;CRISPLD2,CRISPLD2,-3.81780007869999,5.98909002108779,-46.0758332390858,1.36585911966137e-16,1.39777709066819e-13,27.6758812306969
ENSG00000132561.13;MATN2,MATN2,-2.09086507981096,7.60314335528705,-42.9175212785903,3.63856181979493e-16,2.94784150100386e-13,27.531499785004
ENSG00000150938.9;CRIM1,CRIM1,-1.63095998355978,9.22177118355395,-42.7433465386992,3.84846040316584e-16,2.99317856316626e-13,27.5017002162251
ENSG00000186340.15;THBS2,THBS2,-1.70720407723547,8.39998176778374,-42.5497266523434,4.09711998927013e-16,3.06401542582186e-13,27.4506332348919
ENSG00000144810.15;COL8A1,COL8A1,-1.77909703672628,9.04813706301522,-42.2571437103177,4.50610015526695e-16,3.12916469353609e-13,27.3476503863889
ENSG00000146674.14;IGFBP3,IGFBP3,-4.12595685270285,5.34372191585921,-46.1577669981416,1.33276688602165e-16,1.39777709066819e-13,27.2879682018242
ENSG00000108094.14;CUL2,CUL2,-2.46570112740928,7.59139281723308,-41.6489306571053,5.50313329641336e-16,3.6897559936366e-13,27.111806612294
ENSG00000091986.15;CCDC80,CCDC80,-2.69131610754766,7.99448432154952,-41.4238337245773,5.93000054258842e-16,3.74909762593204e-13,27.0633895388838
ENSG00000184292.6;TACSTD2,TACSTD2,-2.31306439650488,7.03897373523025,-41.3999818492972,5.97726940978673e-16,3.74909762593204e-13,27.0083160274616
ENSG00000157601.13;MX1,MX1,-1.57330409628068,9.10463296416827,-40.9336587620338,6.98733920532066e-16,4.24568198463296e-13,26.889546163364
ENSG00000112972.14;HMGCS1,HMGCS1,-2.01737907700304,8.10718831466762,-40.6394601438646,7.71763570659696e-16,4.5473245054264e-13,26.8150509375268
ENSG00000180914.10;OXTR,OXTR,-2.2608880585968,8.03138358181507,-40.5043619478989,8.0800224104886e-16,4.62082222792765e-13,26.7698381389409
ENSG00000124212.5;PTGIS,PTGIS,-3.82790326237739,5.5584695525719,-42.3953444914134,4.30771936814864e-16,3.10219612571416e-13,26.6834185546354
ENSG00000095787.21;WAC,WAC,-1.87952323041165,9.05032528787713,-40.2146890032214,8.91997363103517e-16,4.81777686894022e-13,26.6620142913261
ENSG00000111799.20;COL12A1,COL12A1,-1.44613577808217,10.1303705153678,-40.3332288478433,8.56545599768325e-16,4.75847789768437e-13,26.6078551664855
ENSG00000071967.11;CYBRD1,CYBRD1,-1.92375074589316,8.02112674046761,-40.0002054539475,9.60201896092787e-16,4.96373094810536e-13,26.5997261345937
ENSG00000167996.15;FTH1,FTH1,1.65887087166485,10.4296621692515,39.9705095458806,9.70077021333078e-16,4.96373094810536e-13,26.4015461335676
ENSG00000167767.13;KRT80,KRT80,-2.28917863679397,6.87319653465793,-39.0343223181205,1.34458109020764e-15,6.53600867949933e-13,26.2115288321363
ENSG00000113083.13;LOX,LOX,-2.71019122046365,6.13407012274494,-39.2917794374751,1.22819081772798e-15,6.12331852818023e-13,26.1463171633119
ENSG00000141753.6;IGFBP4,IGFBP4,-2.19047362833871,6.89133032756569,-38.6921265257933,1.51791234732159e-15,7.19860675154169e-13,26.0435053740218
ENSG00000171345.13;KRT19,KRT19,-6.39173130883294,6.39193115011259,-44.1169033921619,2.48773604641149e-16,2.19870634938296e-13,25.8369560000642
ENSG00000154096.13;THY1,THY1,-2.3653549861627,8.49589742890176,-37.7838034453267,2.10512339385627e-15,9.74571887384316e-13,25.8117268362672
ENSG00000150054.18;MPP7,MPP7,-2.51218281232689,7.02679390030014,-37.6846277599721,2.18266895766937e-15,9.8697244681217e-13,25.6785667833601
ENSG00000183486.12;MX2,MX2,-2.00792150759122,6.94300760039653,-37.3389956151035,2.47775362993923e-15,1.09494185410315e-12,25.6392896660837
ENSG00000134824.13;FADS2,FADS2,-2.51402158018295,8.47063543749913,-36.4759038828028,3.41814894559632e-15,1.44483669778641e-12,25.3288063988876
ENSG00000101938.14;CHRDL1,CHRDL1,-2.63264159421313,6.32948366591631,-36.6542679246599,3.19631969318595e-15,1.38109422476239e-12,25.2841208281089
ENSG00000146223.14;RPL7L1,RPL7L1,1.2442362391604,8.17478725426932,36.1646370097778,3.84575380223457e-15,1.59099653043934e-12,25.1691735846178
ENSG00000145604.15;SKP2,SKP2,-1.88788102685711,6.88704905604321,-36.0150697518703,4.07129836327334e-15,1.61776172010373e-12,25.146586308504
ENSG00000165322.17;ARHGAP12,ARHGAP12,-2.63796314847737,7.11923321255277,-35.9753268551812,4.13358441542837e-15,1.61776172010373e-12,25.1152119884972
ENSG00000128510.11;CPA4,CPA4,-2.40032695599153,7.83123871103993,-35.8131155107075,4.39859619913078e-15,1.64473662492113e-12,25.0799612855767
ENSG00000116133.12;DHCR24,DHCR24,-1.43093785629812,9.69303886064952,-35.9068842068031,4.2432548716977e-15,1.61776172010373e-12,25.0109133493459
ENSG00000123384.13;LRP1,LRP1,-2.14974635155743,8.97871706369568,-35.6843422774369,4.62193326086934e-15,1.66423833933969e-12,24.9830301114511
ENSG00000163430.11;FSTL1,FSTL1,-1.35117468306983,10.0659923293878,-35.9324326149206,4.20195655566305e-15,1.61776172010373e-12,24.9560967388232
ENSG00000197746.13;PSAP,PSAP,-1.13060343524452,9.55780093140396,-35.6916564044623,4.60892798919934e-15,1.66423833933969e-12,24.9157098049516
