genes,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000206503.12;HLA-A,HLA-A,0.128770439792868,9.76019599319761,2.42820120577586,0.0353254121274462,0.301300202866607,-5.04464854855751
ENSG00000065911.11;MTHFD2,MTHFD2,0.130564726677736,6.8917444721865,2.20549969151406,0.0516870282268231,0.349539988999015,-5.04514880846252
ENSG00000119396.10;RAB14,RAB14,0.187515871969929,6.74574817641326,2.19317045102588,0.0527808085884303,0.351522380990362,-5.04535672425284
ENSG00000272807.1;AC007038.2,AC007038.2,0.485479700009115,0.270377281898294,1.27446125284578,0.231028310543612,0.618261282994607,-5.04614791373508
ENSG00000204947.8;ZNF425,ZNF425,-0.329010550428582,2.26808762044218,-1.6379320673856,0.132160031264087,0.49804350843429,-5.04619366947564
ENSG00000229386.3;OR8B9P,OR8B9P,-0.253276092550924,2.15646945247968,-1.62000202687968,0.13598415560072,0.504191206421053,-5.04659225340746
ENSG00000223802.7;CERS1,CERS1,0.360463698244829,0.550481837629212,1.32644012771272,0.213891701447387,0.598916450713816,-5.0475417929292
ENSG00000164161.9;HHIP,HHIP,-0.440143417660954,2.16516537235438,-1.6181092931618,0.136393532921194,0.505121932072663,-5.047744570055
ENSG00000136014.11;USP44,USP44,0.357808560453446,2.60895294334486,1.6918467948957,0.121233770262279,0.482972853034926,-5.04784123984904
ENSG00000134287.9;ARF3,ARF3,0.149258708272048,7.42428098186635,2.24689035144302,0.048172576144396,0.341760875539868,-5.04791439566723
ENSG00000186642.15;PDE2A,PDE2A,0.664993545987926,1.00361738816185,1.40768334905494,0.189236522200081,0.575593323369478,-5.04882067626479
ENSG00000142619.4;PADI3,PADI3,-0.39246452424999,-0.263968855693821,-1.17225017031826,0.26799302341984,0.650180162238953,-5.04897908042712
ENSG00000182070.5;OR52A1,OR52A1,-0.291851478988524,2.64088681622167,-1.696280867886,0.120372373615629,0.482035124551125,-5.04904443631235
ENSG00000264083.1;AC005899.1,AC005899.1,-0.186401182521292,3.79861456533967,-1.86990245657434,0.0907159711625174,0.435655415644403,-5.04906852604031
ENSG00000226216.1;RPS12P5,RPS12P5,0.367926166104755,-0.10287673774659,1.20211887404052,0.256731897576083,0.639928026180386,-5.04946153156958
ENSG00000183826.17;BTBD9,BTBD9,0.2366516663522,4.79589222268818,1.9970540939418,0.0734544282138281,0.399111936372295,-5.04976598787506
ENSG00000104812.14;GYS1,GYS1,-0.212017762760982,5.40603134169305,-2.06579137683123,0.0654592692408168,0.382547101448275,-5.04997944974234
ENSG00000260628.5;AC142381.3,AC142381.3,-0.716695651443714,-0.270740019639,-1.16741508098092,0.269852288318248,0.651264969612579,-5.05006368880082
ENSG00000232196.3;MTRNR2L4,MTRNR2L4,-0.370901603558104,1.02911617529012,-1.41510241850014,0.187109965804939,0.5723863953942,-5.05019050355638
ENSG00000279311.1;AC092999.1,AC092999.1,-0.458842973313849,0.896127683208019,-1.38781286327459,0.195033412838463,0.580996256455491,-5.05055402577584
ENSG00000172845.14;SP3,SP3,0.181022795444674,6.7902993792675,2.193592843388,0.0527429706584541,0.351522380990362,-5.05073422891468
ENSG00000108352.12;RAPGEFL1,RAPGEFL1,-0.22026521468504,2.74075584128271,-1.71091672661909,0.117568161512009,0.477173337865692,-5.05080882151074
ENSG00000277142.1;LINC00235,LINC00235,-0.304090183921264,0.757625141013882,-1.3632749539796,0.202398419949168,0.588936103375224,-5.05089276475641
ENSG00000096092.5;TMEM14A,TMEM14A,-0.197115669056363,3.65908754681257,-1.84860162272903,0.0939527927499549,0.439540414227837,-5.05139123446288
ENSG00000122482.20;ZNF644,ZNF644,0.129786329454149,6.78872338607199,2.19306236206176,0.0527904953979993,0.351522380990362,-5.05149414979353
ENSG00000198074.9;AKR1B10,AKR1B10,0.383253544691149,-0.520147956441557,1.12160329957098,0.287977433693,0.666192784423793,-5.05197638081464
ENSG00000259326.1;AC116158.1,AC116158.1,0.363469185503929,-0.789363226598203,1.07091411433765,0.30912049918601,0.68550657619724,-5.05224493627837
ENSG00000087086.14;FTL,FTL,-0.0987113164969813,9.68979188958812,-2.41850590510521,0.0359182925122142,0.302553869210568,-5.05234292822127
ENSG00000012048.21;BRCA1,BRCA1,0.152191509296208,6.84236551118678,2.19697410514021,0.0524410160719723,0.350750963220248,-5.05234846146082
ENSG00000264608.1;AC005726.3,AC005726.3,0.420826084013293,-0.258402670393211,1.16973135764636,0.268960326919658,0.650793292894986,-5.05239976084467
ENSG00000184908.17;CLCNKB,CLCNKB,0.378212442763544,-0.858256988055091,1.0575431976976,0.314890830998052,0.690143104838741,-5.05257239867839
ENSG00000277958.1;RF00017,RF00017,-0.397727111591897,0.392949592702968,-1.29147323586163,0.225299458837156,0.611527911405855,-5.05258540043854
ENSG00000105519.15;CAPS,CAPS,-0.217225714765831,3.79867694726892,-1.86728272525276,0.0911084172889145,0.436137073914482,-5.05271997327659
ENSG00000122566.21;HNRNPA2B1,HNRNPA2B1,0.109705803915816,9.82115592256764,2.42781003265779,0.0353491458876011,0.301300202866607,-5.05278463975298
ENSG00000109743.10;BST1,BST1,-0.183700327662521,4.81715352736554,-1.99778097130679,0.0733652548822397,0.398738423708347,-5.05285190605422
ENSG00000148688.13;RPP30,RPP30,0.194785500636426,5.12540431071407,2.03322964905699,0.0691382121008089,0.389766171453347,-5.05293665867538
ENSG00000223387.6;LINC02068,LINC02068,0.452716398171519,0.165838753206065,1.24853887136428,0.239986652281823,0.62486945054572,-5.05314668697627
ENSG00000224116.6;INHBA-AS1,INHBA-AS1,0.340240579094144,1.23103105824761,1.45069867855234,0.177188119017542,0.560518437575531,-5.05321411344344
ENSG00000196832.4;OR11G2,OR11G2,-0.307223541997843,0.904544985547765,-1.38900706472995,0.19468082666539,0.580996256455491,-5.05328264190469
ENSG00000280099.1;AL603750.1,AL603750.1,0.312814855233525,1.12266167364366,1.43072711470859,0.182697901505811,0.56715682260043,-5.05346802177345
ENSG00000268584.1;AC073389.1,AC073389.1,0.375428044332799,-0.900923475791216,1.04816920497637,0.318984716108666,0.693844189830783,-5.05355058633673
ENSG00000133119.12;RFC3,RFC3,0.143213225551667,5.52570795415753,2.07594239375051,0.0643508621437009,0.379666196027391,-5.0540503614906
ENSG00000226396.1;AL031727.1,AL031727.1,0.459110012037932,-0.170439462851191,1.18373937209799,0.263615751812015,0.64689006472289,-5.05427151524171
ENSG00000196778.3;OR52K1,OR52K1,0.335325259362792,0.830598375550177,1.37350992411055,0.199298426673998,0.585358524213155,-5.05513814860218
ENSG00000142230.11;SAE1,SAE1,0.124633227202659,7.21370908126301,2.22558459248023,0.0499518069912456,0.345590009588139,-5.05514872937917
ENSG00000144445.16;KANSL1L,KANSL1L,0.148628475014708,5.42249491691534,2.06431113445253,0.0656224058943512,0.382819210741486,-5.05533922209457
ENSG00000092621.12;PHGDH,PHGDH,-0.182249937905741,6.85559038665045,-2.19569305555652,0.0525552206032908,0.351153796821098,-5.05616133830135
ENSG00000278390.4;AL354696.2,AL354696.2,0.396459172450789,1.76258483918,1.54400716934773,0.15330400570943,0.526952145021301,-5.05634650285736
ENSG00000259562.2;AC090607.2,AC090607.2,0.315780302734803,0.298380057306523,1.27007915153408,0.232523192162503,0.61929602029529,-5.05727273586873
ENSG00000133835.15;HSD17B4,HSD17B4,0.233088809086683,6.95809261692425,2.20322567562371,0.0518871113713703,0.349674054288988,-5.05744921425687
ENSG00000220744.1;RPL5P18,RPL5P18,-0.515117371752599,-1.16279062203006,-0.993352078235574,0.343730078021017,0.711359807247249,-5.05751566009758
ENSG00000200169.1;RNU5D-1,RNU5D-1,0.516677210229962,-0.691766358735677,1.08237921378797,0.304237134853236,0.680855284591113,-5.0579460124147
ENSG00000175040.5;CHST2,CHST2,0.350997337871144,1.78036963139825,1.54592044500961,0.152845182011867,0.526696600363316,-5.05847125920318
ENSG00000185761.10;ADAMTSL5,ADAMTSL5,-0.226888678289145,3.07621277739037,-1.75646486849516,0.109215578823227,0.465852371554886,-5.05947379361978
ENSG00000285628.1;AC126755.7,AC126755.7,-0.38604436683294,1.48890069126839,-1.49204085623019,0.166235073158097,0.544821145730742,-5.05960618821212
ENSG00000237943.6;PRKCQ-AS1,PRKCQ-AS1,0.307014620881047,0.832408933844355,1.37017793195054,0.200303211581372,0.586636655212905,-5.05960999701564
ENSG00000262079.1;AC007638.1,AC007638.1,-0.463215928474411,-0.688152098749677,-1.08034599542638,0.305098816470238,0.6817912439544,-5.0599339102648
ENSG00000203867.7;RBM20,RBM20,-0.450814755073169,2.29361977055362,-1.62982677357514,0.133876694269635,0.501953951244548,-5.06060290692374
ENSG00000260160.1;AC011468.1,AC011468.1,0.648591530599455,-1.08020544463676,1.00234982965713,0.339573606925105,0.707532623717013,-5.06142603382209
ENSG00000116213.15;WRAP73,WRAP73,-0.262751710446051,3.71915479148575,-1.84998148642458,0.0937399201930045,0.439421577326026,-5.0616210906606
ENSG00000236859.6;NIFK-AS1,NIFK-AS1,0.274333731827772,1.31882060511485,1.46068755441012,0.174486285876939,0.55629228210644,-5.06187074508981
ENSG00000176624.10;MEX3C,MEX3C,0.192038482241347,5.02922352412866,2.01666249421895,0.0710842992863819,0.394358234557224,-5.06190904788064
ENSG00000122966.15;CIT,CIT,-0.17074975630501,7.2255205127282,-2.22233319973797,0.0502288474873797,0.346524007214984,-5.06195148459879
ENSG00000115266.11;APC2,APC2,-0.664662991312446,-0.982221017533475,-1.021319495794,0.330932797308254,0.701228125205294,-5.06198856636417
ENSG00000130590.13;SAMD10,SAMD10,0.276424942278261,1.74000891693365,1.5368756462754,0.155024870552628,0.529232184463118,-5.06216556324201
ENSG00000274026.1;FAM27E3,FAM27E3,0.392320696638138,1.30572172029991,1.45733095113907,0.175390214468964,0.557779178065955,-5.06228784240995
ENSG00000147059.8;SPIN2A,SPIN2A,-0.390004741704003,-0.329395485920787,-1.14564770404726,0.278349165169984,0.658626705659231,-5.06303880620685
ENSG00000226520.1;KIRREL1-IT1,KIRREL1-IT1,-0.380283651654016,0.729380464771555,-1.34668435874186,0.207509402127302,0.592619403178016,-5.06309511845157
ENSG00000186352.8;ANKRD37,ANKRD37,0.430491930653054,-0.13936394383792,1.18114552140097,0.264598982748689,0.648104352131867,-5.06309574967342
ENSG00000169359.14;SLC33A1,SLC33A1,0.157947302772611,6.12309819386955,2.12781045258449,0.0589605296029732,0.365723862645029,-5.06335130081763
ENSG00000181789.14;COPG1,COPG1,-0.176347794227815,7.48541209719957,-2.24179331880813,0.0485925710156103,0.342579019356302,-5.06424255182747
ENSG00000156587.15;UBE2L6,UBE2L6,0.1308916841768,6.83135067259784,2.18859651853113,0.0531922171040001,0.352710862267337,-5.06445885669523
ENSG00000154620.5;TMSB4Y,TMSB4Y,0.469627135250877,-0.517396759987322,1.10798873007264,0.293543065640987,0.672190544657416,-5.06486246092885
ENSG00000099256.18;PRTFDC1,PRTFDC1,0.29682917295996,2.79210897296764,1.70869348602577,0.117990293907365,0.478060320986101,-5.06488960591264
ENSG00000124575.6;HIST1H1D,HIST1H1D,0.429848146565316,0.956242568986452,1.38755257222124,0.195110335008877,0.580996256455491,-5.0649996378864
ENSG00000187987.9;ZSCAN23,ZSCAN23,0.413954174821759,2.1596799429249,1.60557437637945,0.139132457777042,0.508130272910652,-5.06523374588472
ENSG00000141522.11;ARHGDIA,ARHGDIA,-0.154562030210538,7.22160288702078,-2.21994939200007,0.0504329048568358,0.347195415905067,-5.0653550079421
ENSG00000178971.14;CTC1,CTC1,0.246348594652541,5.17237141035308,2.03033860740405,0.0694741460358771,0.390695874267659,-5.06550122068784
ENSG00000197181.11;PIWIL2,PIWIL2,-0.308983825939522,1.61204010028825,-1.51132119539791,0.161330717709011,0.538539251247819,-5.06573400217532
ENSG00000224982.3;TMEM233,TMEM233,-0.365955209233223,0.0687656272388205,-1.21723075146457,0.251180349885784,0.635635924597252,-5.06663706343658
ENSG00000272056.1;AC013472.3,AC013472.3,0.354729117693986,-0.87532117677864,1.03819085872461,0.323386564281808,0.69611204023319,-5.06669374769439
ENSG00000169245.5;CXCL10,CXCL10,0.396311225319359,-0.145022379319645,1.17643135040388,0.266393408171207,0.649627368599747,-5.06673328626314
ENSG00000269446.2;AC006967.3,AC006967.3,-0.369495315961336,-0.962301037753869,-1.02126053619515,0.330959397577868,0.701228125205294,-5.06676086844378
ENSG00000210195.2;MT-TT,MT-TT,0.341472531621015,-0.532665186097497,1.10350335542542,0.295394814970039,0.674410447430904,-5.0667894433061
ENSG00000267612.1;AC008759.2,AC008759.2,0.401523137081663,-0.212001607187229,1.16424673283322,0.271076156785633,0.65260087303273,-5.0668072244962
ENSG00000247903.1;AC024896.1,AC024896.1,-0.294920298277106,1.5438774744895,-1.49789718727505,0.164731887797392,0.542808965302269,-5.06688418802702
ENSG00000090989.17;EXOC1,EXOC1,0.161001355353576,5.61998721128135,2.07692668776877,0.0642443387315338,0.379513358675749,-5.0676273223051
ENSG00000179899.8;PHC1P1,PHC1P1,0.312258939872208,2.18480039352993,1.60830110197603,0.138532536210846,0.507458616596675,-5.06772424486767
ENSG00000073803.13;MAP3K13,MAP3K13,0.205191355984677,5.03889841249411,2.01392123934019,0.0714112509931463,0.395139895231052,-5.06785420875023
ENSG00000099875.14;MKNK2,MKNK2,-0.180034163518708,5.85824877996498,-2.10002688664022,0.0617919847983029,0.372401948120373,-5.06817642672655
ENSG00000224058.2;AC006509.1,AC006509.1,-0.397840293094449,0.729555457838715,-1.34156114054047,0.209109350701735,0.593434980400156,-5.06828957763494
ENSG00000120137.6;PANK3,PANK3,-0.202742996074551,7.88931274437419,-2.27082990257903,0.0462464802872909,0.337688592204607,-5.06932484880239
ENSG00000254275.6;LINC00824,LINC00824,-0.296733254847383,0.795540334455486,-1.354320841055,0.205143594935817,0.590996269299258,-5.06979539576237
ENSG00000168702.17;LRP1B,LRP1B,0.398439130742414,-0.755442613328865,1.05690345466405,0.315168952976674,0.690285574622884,-5.06994994896685
ENSG00000234290.2;AC116366.1,AC116366.1,-0.435134169606706,-0.985312158203896,-1.01167393812767,0.335305732031658,0.70458246899891,-5.07011897696942
ENSG00000144118.13;RALB,RALB,0.179931802029864,5.47814271439715,2.06058465823676,0.0660348085392273,0.383325099471953,-5.07030073330804
ENSG00000123360.11;PDE1B,PDE1B,-0.323672546144522,1.20802298215368,-1.43227938662578,0.182264465936939,0.566622424608354,-5.07041097202851
ENSG00000138767.13;CNOT6L,CNOT6L,0.167826824613011,6.4134506127873,2.14918154726878,0.0568673604250232,0.359920650095983,-5.07056737442485
ENSG00000171823.6;FBXL14,FBXL14,0.352835670997223,2.46948581244349,1.65217144522973,0.129191744295214,0.494253021689693,-5.0709142623056
ENSG00000075891.21;PAX2,PAX2,-0.319518225595501,4.0699077814218,-1.89155886286787,0.0875312732629849,0.429989393474371,-5.07100512595021
ENSG00000227163.2;AL139220.1,AL139220.1,0.335824091138826,0.893351467517163,1.37210859508832,0.199720488570741,0.58604986220037,-5.07108627035684
ENSG00000224020.1;MIR181A2HG,MIR181A2HG,0.287747475856337,1.55507507234701,1.49650321313044,0.165088615356931,0.543450530447279,-5.07127414166965
ENSG00000156463.17;SH3RF2,SH3RF2,-0.185418352367268,4.79835682066006,-1.98353985964493,0.0751310500939662,0.402096264814661,-5.07142698961354
ENSG00000279591.1;AC002044.2,AC002044.2,0.365398987463946,-0.336991859637322,1.13519313850342,0.282504127467811,0.660552660331768,-5.07163820083144
ENSG00000263669.2;RN7SL470P,RN7SL470P,-0.38821214359219,0.295771693598009,-1.25523261932261,0.237646733849956,0.622685637379555,-5.07224109395557
ENSG00000259431.5;THTPA,THTPA,-0.276702239032908,2.92272812415073,-1.72327779482078,0.115245949543518,0.472930024651145,-5.07279473796111
ENSG00000182912.6;TSPEAR-AS2,TSPEAR-AS2,-0.320374283886178,2.39149120641236,-1.63850109828247,0.132040254401158,0.497922971477342,-5.0730219244162
ENSG00000240979.1;AL353813.1,AL353813.1,-1.05086193650554,-2.19213306816885,-0.753079902194553,0.468584587274865,0.788089572864857,-5.07307475026164
ENSG00000162244.11;RPL29,RPL29,0.213941615094516,7.98148386419608,2.27582009968165,0.0458544838614059,0.3371028405762,-5.0731075684915
ENSG00000125848.9;FLRT3,FLRT3,-0.275205196095044,1.73570860132344,-1.5274861348329,0.157316362765841,0.531831601070807,-5.07316553963895
ENSG00000159884.11;CCDC107,CCDC107,-0.251288004900291,2.66055459292276,-1.68233642565825,0.123100085816036,0.485774142974244,-5.0732028402078
ENSG00000196116.7;TDRD7,TDRD7,0.143268749816259,5.72117805440364,2.08335325368585,0.0635529441000987,0.377583808219673,-5.07354516396681
ENSG00000155324.9;GRAMD2B,GRAMD2B,0.194116163762986,5.98742879010986,2.10876359391077,0.0608879257207583,0.369855863114863,-5.07365938340643
ENSG00000173262.11;SLC2A14,SLC2A14,-0.510789335134872,-0.984743716198949,-1.00642370069614,0.337703972124475,0.706049108082848,-5.07370368908932
