,logFC,AveExpr,t,P.Value,adj.P.Val,B
MTA2,-1.81373704936431,-0.0244354115684593,-1.64095385492335,0.115286381727787,0.316493746064019,-4.8121579534321
ZNF274,-1.55868777741552,-0.181105273024991,-1.63386996892334,0.11677567178593,0.317586172800987,-4.82231741250975
TP73,-1.51417534350128,0.140610696850379,-1.61909272357501,0.119934470704515,0.320031918147805,-4.84340170656682
POU2F1,-1.41031459344272,0.0216408463681538,-1.61454193309053,0.12092156378177,0.320031918147805,-4.84986508902027
MITF,1.44556556587083,0.0106913501885303,1.61429984303684,0.120974264591954,0.320031918147805,-4.8502085306277
E2F6,1.47911121897583,-0.0632464080733692,1.60215123847306,0.123643705188941,0.324147010900738,-4.86739201764426
RCOR1,1.59802586809026,-0.0868067983242327,1.57686978317143,0.129356743093506,0.336096537859019,-4.90282765857157
WT1,1.39922823474313,-0.0461469700588654,1.55747150419446,0.13388766201117,0.341853502761004,-4.92971827968553
PBX3,-1.42600914811466,-0.00747087556863206,-1.55732662299468,0.133921990772352,0.341853502761004,-4.92991813629937
SIX5,1.6839326349813,-0.0756190758995308,1.54900907498594,0.135905034638247,0.34389882678026,-4.94136724900965
NFKB2,-1.40374709290585,0.0667887190015163,-1.50436952449277,0.146966126507827,0.368682265636015,-5.00198276964167
STAT5B,1.46417309310706,0.0234140511507525,1.49765602226965,0.148691763294073,0.369823103577565,-5.01097670957101
CUX1,-1.33039755686392,-0.0516290584717963,-1.48123202415394,0.152983243251477,0.377272235476099,-5.03284351535508
BACH1,-1.29265045845384,-0.0923524576309375,-1.46538407740944,0.157219289416797,0.378273057793344,-5.05375918674313
FOSL2,1.31797740690994,0.120977447004979,1.45888910123277,0.158982628144979,0.378273057793344,-5.06227852218362
SNAI2,1.41638993121954,-0.174542768385207,1.45638569966477,0.159666546990998,0.378273057793344,-5.06555399972156
EBF1,-1.36939121244996,0.0643218720777116,-1.45595448042481,0.159784594420464,0.378273057793344,-5.06611775112805
IRF4,-1.45639464879896,0.0162212905721701,-1.45503525168868,0.160036471577697,0.378273057793344,-5.06731904631545
MTA3,-1.43193629038067,-0.0383261849225095,-1.44788358820613,0.16200708353912,0.378273057793344,-5.07664416619558
SOX9,1.25421311615857,-0.0485676876122635,1.44614740817156,0.162488426887175,0.378273057793344,-5.07890235470657
SMAD1,-1.34554275822953,-0.00303643589099948,-1.43945221983026,0.164355441871783,0.379582806227689,-5.08758990108039
SMAD2,1.28734917683774,0.060044355304709,1.42602941294253,0.168150590656389,0.385009845562647,-5.10490798704927
AHR,1.35181448725634,0.0759429146956009,1.41557880098285,0.171153886670767,0.385009845562647,-5.11829941499924
E2F2,1.49684171771339,-0.132574524184961,1.4092200367964,0.173002210572448,0.385009845562647,-5.1264079923098
HIF1A,1.50162728996631,-0.13906701822192,1.40839018471549,0.173244600664194,0.385009845562647,-5.12746399142692
ATF3,-1.28330776435863,-0.188071182697694,-1.40813023979892,0.173320583397618,0.385009845562647,-5.1277946700145
TFAP4,-1.26643676285949,-0.0715858140915178,-1.38537834791813,0.180074896179229,0.396983293849663,-5.15654255309686
MYC,2.24785690505611,-0.0715893609871475,1.37008587415157,0.184731251422112,0.40418642228447,-5.17564733200875
BATF,-1.25776173612971,0.10216607699152,-1.33167756595926,0.19684666384734,0.427480441638627,-5.22285036679371
TWIST1,1.17092758131978,0.0651004500369404,1.32464660976724,0.199130541789879,0.429236945635961,-5.23136945696711
