,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF217,-1.41899993813292,0.154772267309662,-2.72740138244302,0.0170686202626018,0.0602693640260581,-3.58986191024248
POU5F1,-1.89394961006123,0.37623161108636,-2.72191023139756,0.0172495076350442,0.0602693640260581,-3.59992929982493
FOXO1,-1.82932700433249,0.173124018228373,-2.7052222870327,0.0178108052375209,0.0610865740646419,-3.63049152281295
KLF4,1.05404707473406,-0.0965536756072844,2.70248135650787,0.0179046855017054,0.0610865740646419,-3.63550641155701
TEAD4,-1.36672202022432,0.67029751441526,-2.6869731727711,0.0184450241623821,0.0620183849820361,-3.66385446272343
YY1,-1.31626723623205,0.203902224771611,-2.68245222163408,0.0186055154946108,0.0620183849820361,-3.67211001855078
GATA2,1.5318703930782,0.0647064298370973,2.62189455612298,0.020890896211516,0.0688449988788597,-3.78230787008902
BACH1,-1.3301592406908,-0.0017491073932679,-2.60065866740348,0.0217551714046822,0.0704801544138309,-3.82077433816314
FOXA2,1.22857188602851,-0.242856544136743,2.59769677025392,0.0218784399127711,0.0704801544138309,-3.82613188639987
MBD1,-1.64101158177867,-0.225881083058189,-2.59202960762396,0.0221161863850297,0.0704801544138309,-3.83637752094254
RELB,1.02568002019659,0.0453896188665453,2.5721511395875,0.0229700700053704,0.0724056554517111,-3.87226033645426
NR2F2,-1.09382916792933,0.0275752766295092,-2.53125237921912,0.0248283400813762,0.0774217056300979,-3.9458075587142
FOXO3,-1.3726525211416,-0.0529417212275337,-2.4702795589992,0.027870437226237,0.0859832637830714,-4.0547153203607
JUND,-1.19701074338291,-0.0675806208998018,-2.44464125812816,0.0292539411977331,0.0893015047088693,-4.10023063644198
SMAD3,-1.10442950897281,0.104845130656654,-2.4194147202405,0.030679362911814,0.0926490736241086,-4.14484589840573
TP73,1.18583379021857,0.365408722627284,2.41407464554144,0.0309895177294432,0.0926490736241086,-4.15426825797728
RFX5,-1.21823729004096,-0.247594458749906,-2.38932427532225,0.0324666081242578,0.0951480657611967,-4.19783660713389
PAX8,-1.01376019933484,-0.135185136180976,-2.38649836436382,0.0326394729501418,0.0951480657611967,-4.20280019433957
ZNF639,1.50755742956148,0.431707645863175,2.38072482445418,0.0329953832031232,0.0951480657611967,-4.21293412599226
GFI1B,1.14210688673633,0.369249387339547,2.37843159357887,0.0331377746271754,0.0951480657611967,-4.21695665734294
NFATC1,-1.00495677162124,0.142284657432294,-2.36845266839309,0.0337642390786541,0.095996366007938,-4.23444302763751
EBF1,1.27441134888546,0.737713368189881,2.35981011635131,0.0343159153171927,0.0966017335657497,-4.24956437004293
GATAD1,1.27618704800585,0.263432285080808,2.35474244202965,0.0346433803132344,0.0966017335657497,-4.25842083202335
NCOR1,1.59250796069277,-0.148223127137059,2.34070407627507,0.0355661215560546,0.0982302404881507,-4.28291525897471
ONECUT1,-1.67927942901587,0.375062421214852,-2.32940636437972,0.0363256462315047,0.0993814849729846,-4.30258501650289
POU2F1,1.26361000920448,0.170075756476206,2.31945376823321,0.037007485344331,0.100300661213607,-4.31988087615892
UBTF,-1.78352310865543,0.175377990124679,-2.30602618294004,0.037946660251249,0.101469346906834,-4.34316752079808
ZNF24,-1.44230493896511,0.103669097853234,-2.30332251788576,0.0381384786649824,0.101469346906834,-4.34784956898173
ZFX,-1.24188707745851,-0.308513224437139,-2.29761109493878,0.0385467157309497,0.101623159654322,-4.3577327710461
TCF25,-1.4857014579532,-0.257132291449995,-2.28763085320876,0.0392700311309556,0.102597378630424,-4.37497823087315
LYL1,-1.80326289607816,0.13962533765989,-2.28217502414293,0.0396708539548347,0.102719175418768,-4.38439233941263
EOMES,-1.01848162297744,0.19276360165906,-2.26091895651751,0.041269674811071,0.105913324736377,-4.4209787553198
NCOA1,-1.47919703726132,0.0309116962206652,-2.25203693767816,0.0419556233218162,0.106729217222164,-4.43622310616319
SMAD4,-1.02884186188685,0.0535005987071416,-2.24650120564962,0.0423885687651369,0.106892912538171,-4.44571100753055
ZNF274,1.02565809695279,0.472893006532839,2.24181309174612,0.0427585140768781,0.106896285192195,-4.45373818329818
RFXANK,-0.999378847025457,-0.246524093724625,-2.22681822594901,0.0439623123033982,0.108042970915131,-4.47936352043982
RFXAP,-0.999378847025457,-0.246524093724625,-2.22681822594901,0.0439623123033982,0.108042970915131,-4.47936352043982
SP1,-1.29214299198871,-0.0317296700874993,-2.18791056335167,0.0472362175205855,0.115113471268654,-4.54549539223369
ELK4,-0.822004046316799,0.114058286064356,-2.17936292949544,0.0479854845755061,0.115964921057473,-4.55995292527456
SMAD5,-1.59151795783854,0.0444714644754683,-2.16328560466532,0.0494250422713401,0.118456712881724,-4.5870753871154
FOSL2,-1.06800607159265,-0.141437097583345,-2.14792072709198,0.0508384729706109,0.120845550503911,-4.61290829206633
NR1H3,-1.04197715901115,0.249572847702151,-2.14242607451079,0.0513530333895368,0.121076257585087,-4.62212536686489
FOXA1,-0.910839562055178,-0.163676927207961,-2.13680331056636,0.0518846206740211,0.121343064479565,-4.63154575263859
RUNX2,-0.995441389004826,0.649421054576614,-2.10676964807407,0.0548119965192378,0.126853224521585,-4.68166283120473
TP63,-0.891950134422039,-0.0639465791280151,-2.10374138841279,0.0551155389300681,0.126853224521585,-4.68669700739247
FOXM1,0.884239766205918,0.0510038913117246,2.05794230588394,0.0599007391813398,0.136781215453453,-4.76239611048632
NFE2L2,0.911454302353851,0.0284570919868751,2.04238000739332,0.0616123737794982,0.138852135878494,-4.78792760366693
STAT6,-0.890884751682843,0.211345269233423,-2.04100944724883,0.0617652604425027,0.138852135878494,-4.79017141482334
LEF1,0.758983483795,0.0332164307645409,2.01946231633064,0.0642153147296157,0.142688873092338,-4.82534542120342
TFAP2A,-1.23394441130403,0.198060774630345,-2.01738657729148,0.064456008189987,0.142688873092338,-4.82872370819874
RCOR1,0.887426343709598,0.072366964263354,2.00123558823014,0.0663573527886968,0.145163866470896,-4.85494763817269
ELF5,-0.884161436646373,0.0402325388121154,-1.99941272782244,0.0665751525538935,0.145163866470896,-4.85790042709136
SIX2,0.736805223410137,0.593884808987745,1.98212686848053,0.0686733703219458,0.148621473084808,-4.88583045059054
ZEB2,1.4742663172508,-0.347463125841013,1.97714204647249,0.0692896127121143,0.148844353233431,-4.89386083616996
MAX,0.97572376154741,0.313056178237301,1.90586476771595,0.078671766863898,0.167755973459783,-5.00747927885195
NFKB2,-0.819443911410493,0.0358903475147014,-1.89473211965883,0.0802372761842932,0.169845329149234,-5.02501599868024
TEAD1,-1.63632729005234,0.993070456076715,-1.88966720584691,0.0809588230443212,0.170130860020675,-5.0329753263021
HHEX,-0.851590809564278,-0.405922239190507,-1.8453343299811,0.0875293660991125,0.182615224235558,-5.10212163692927
HIF1A,-0.936135274341115,0.023398805056962,-1.84084250587642,0.0882212142884761,0.182743943883272,-5.10907456202153
THAP11,-1.05589885714234,-0.400941940090589,-1.82475795307474,0.0907391225321551,0.18599695117733,-5.13389047931626
TFAP2C,-0.768248928365388,0.208594387623365,-1.8226466939233,0.0910743691971752,0.18599695117733,-5.1371383007554
ESR2,-1.13787850685496,-0.0110890376509482,-1.80887761293955,0.0932881324833393,0.189185723217961,-5.15826509041544
SREBF1,0.642796067125261,0.503778621259285,1.80215134415146,0.0943869857631884,0.189710653716403,-5.16855096461249
SOX2,-1.52319635080585,0.761009713249379,-1.79930581502899,0.0948553268582015,0.189710653716403,-5.17289547991804
ARID3A,-1.09198296944062,0.0410744551098295,-1.78528148887907,0.0971940377834602,0.193056650391805,-5.19424735061161
FOSL1,-0.791764630685254,0.240569724624024,-1.77581693836881,0.0988012925354005,0.194769315829072,-5.20859996525505
WT1,-0.816154651640892,-0.182658860647726,-1.77232923265732,0.0993995129058712,0.194769315829072,-5.2138772542788
NCOA2,-1.34940757813209,0.101537453565017,-1.76373527821375,0.100887349559914,0.196357928673657,-5.22685387098955
NR5A2,-0.835750016060565,0.0592275967686325,-1.74553581435572,0.104103642254066,0.201044897582606,-5.25420669238154
ETS2,-0.944420164413953,-0.161497204451543,-1.74046289884435,0.1050162070229,0.201044897582606,-5.26179980003665
SOX10,-0.943640947458032,-0.0183602338037827,-1.73715739393828,0.105614638619319,0.201044897582606,-5.26674008477694
NR3C1,1.05208699076379,-0.0490786092267552,1.73466139386863,0.106068514931513,0.201044897582606,-5.27046664703836
HOXA9,-1.05596751932747,0.0187548781198581,-1.70675647287286,0.111261379555652,0.208327944522311,-5.31190053295065
KMT2A,-1.7386332222911,0.238516210547903,-1.70630242921688,0.111347694486063,0.208327944522311,-5.31257121075291
E2F4,1.54020502797682,-0.0967178581380969,1.65334574494163,0.121827386643738,0.226473987991565,-5.39001022910609
TCF4,0.6872539037339,0.321865651989716,1.64748087094362,0.123039414292195,0.227270255698959,-5.39848935318873
ATF1,0.928169107224525,0.0559726373702045,1.64191955954684,0.124198401191748,0.227370072061499,-5.40651141976061
IRF3,1.74351061292102,0.459667264157486,1.639709937331,0.124661522268201,0.227370072061499,-5.40969382009254
MAFF,-0.887658332317392,0.113111877882973,-1.62916339155798,0.126892758982074,0.229048815255166,-5.42484464164483
NFYB,0.681914645615787,0.0598873179727695,1.62790361882437,0.127161583641661,0.229048815255166,-5.42665008513429
ATF6,-0.576183628658675,0.190614700835635,-1.61453224638851,0.130045520340308,0.232797536411662,-5.44575629521725
PDX1,-0.841858126741058,0.247408779522825,-1.58831779408876,0.1358640774038,0.240503680798436,-5.48290860342031
SNAPC4,1.79499612861274,0.0671514914721688,1.58548704811051,0.136505622977353,0.240503680798436,-5.48689603054479
PAX6,-0.739024689995133,0.0761943546689125,-1.58402365291154,0.136838301143938,0.240503680798436,-5.48895550760434
CEBPD,0.883491143871796,-0.0733962863332702,1.57551861423814,0.138785623799846,0.242456812662382,-5.50089942797092
CTCFL,-0.992433217328871,0.410215886397441,-1.52554062840989,0.150715488863279,0.261721507606891,-5.57019497627989
EPAS1,-0.751282504749795,-0.195074558268719,-1.51358683619987,0.153695022846865,0.265306884676135,-5.58653992864317
ESRRA,0.861981999631346,0.363896305368122,1.50826443926854,0.155037652769573,0.266040942622344,-5.59378856251985
ZEB1,-0.880593267301194,-0.170221063488042,-1.46318346843704,0.166812731716791,0.284562895281585,-5.65446010877357
PKNOX1,-0.586776652758795,0.0774191927586758,-1.44070869455021,0.172958197567324,0.293320919851017,-5.68421521969083
CEBPB,-0.602917134695781,0.0147533983122164,-1.4351073226195,0.174518923369582,0.294247021960341,-5.69157925414106
E2F2,0.639766393857759,-0.0588631941686413,1.42234534889112,0.178118679529436,0.298580445453968,-5.70827932392752
RUNX1,-0.650017412704424,0.290784584118454,-1.40791191470383,0.182264009998253,0.303773349997089,-5.72703524500657
CREB3L1,0.738197871225914,0.144538786877859,1.38311299582141,0.189572584817403,0.31406317073207,-5.75893159043787
E2F3,0.523853632496588,0.0691240571356272,1.37807208251715,0.191087336776159,0.31406317073207,-5.76536382161907
CEBPG,-0.471611170632245,-0.0614818880148366,-1.37608610071936,0.191686831791643,0.31406317073207,-5.76789314540286
ARID1B,-0.704939753324196,0.105175122583554,-1.35283922537965,0.198819583711366,0.323919546496045,-5.79729710985197
MEIS2,-0.857432792308023,0.223894517179995,-1.3340956909965,0.204727058975093,0.33168071007138,-5.82073016469644
NR2C2,-0.983637368706847,-0.0406724126787949,-1.28854830913006,0.219676555141212,0.353923338838619,-5.87663249361188
NFYA,-0.428991749469667,-0.10455433975824,-1.28012905299782,0.222533596271782,0.356545540987937,-5.88680199989523
FOXL2,-0.576570792246114,-0.279660019607532,-1.25875394414125,0.229920564340361,0.366356943179696,-5.9123877015267
USF2,-0.639939387351127,0.301530704139478,-1.23743261629804,0.237481593531402,0.37633695149785,-5.93757269848807
DNMT3B,0.761971562193704,0.19854036791726,1.22643944137135,0.24145597375117,0.380555610803475,-5.95042538501391
MTA1,1.22423157650503,0.665884361829342,1.21441322658811,0.245863498643048,0.385407646521535,-5.96438167927702
ZKSCAN1,0.780338902720086,0.29513961805674,1.20936567751988,0.247732057731468,0.386248907215729,-5.97020670883656
T,-0.774731626604106,0.491637904427487,-1.19238847085002,0.254098337011839,0.393314090056631,-5.98965662196129
BHLHE40,-0.617409819075211,-0.168176310717139,-1.18671102918808,0.25625547017819,0.393314090056631,-5.99611177571979
GLI2,0.47011935335614,-0.091197078067181,1.18650953880988,0.256332286278287,0.393314090056631,-5.99634041184832
HMBOX1,0.682281593202899,-0.136787702169003,1.1319024019061,0.277814203335577,0.424032205091144,-6.05714251717808
ZNF384,-0.771283392059668,0.212551041179922,-1.12749534983248,0.279606040228485,0.424532731236967,-6.06194751058891
ATF3,0.394884037442299,-0.169390250426724,1.12209819746213,0.281812367936104,0.425654097403491,-6.06781101876864
NANOG,0.446688406635257,-0.1799394095192,1.08829443090626,0.295931539436165,0.444663971173512,-6.10400620604414
ZNF740,-0.6106366526778,0.19131295627169,-1.08247680425045,0.298413960409723,0.446082724323812,-6.11014259983669
ETS1,0.444631980799242,0.127566805853903,1.07681656028375,0.300844096047713,0.447409168481215,-6.11608663680091
ARID2,-0.78564452097379,0.00521312892123046,-1.07075700935445,0.303461951029318,0.448999825502562,-6.12242111455888
POU2F2,-0.441420782013357,0.365675349120727,-1.04195601212356,0.316135645660547,0.465377346403852,-6.15211776380907
NR1H2,-0.475412644127923,0.140578097530945,-1.03819346043194,0.317819618751546,0.465493380999739,-6.15594684896318
TFAP4,-0.862622168378125,0.311024063027861,-1.02946090182531,0.321753245250908,0.468886638807856,-6.16478858142672
MAFG,-0.490377452184126,0.40141065708787,-1.01040215327453,0.330461281342446,0.475975269980629,-6.18386489067559
IRF4,-0.476844986580182,0.49928914746394,-1.00958935976715,0.330836405645216,0.475975269980629,-6.18467167304015
STAT5B,0.593182780869696,0.0538501878869858,1.00682471121899,0.332114661584955,0.475975269980629,-6.18741172128473
PBX2,-0.479965936141287,0.404976145018505,-1.00201822432976,0.334345451383128,0.475975269980629,-6.19216013585734
RXRA,0.406042284861056,0.125337548629281,1.00099018517885,0.334823983020856,0.475975269980629,-6.19317322846643
ARID1A,0.47509713408837,0.169287376981859,0.973074055654078,0.348006912810925,0.491339776986002,-6.22034151536086
TAL1,-0.404877640855451,0.131437588617015,-0.970958753169119,0.349020669169367,0.491339776986002,-6.2223731403667
MITF,-0.545825595590855,0.0219177221097473,-0.959238781444816,0.3546753800007,0.49688821352755,-6.23356012019215
STAT4,-0.37677725278879,0.162003611279172,-0.945697788306962,0.361288762451597,0.50140310440606,-6.24633838043487
KLF9,-0.698159077787219,0.437097368162228,-0.945560953465691,0.361356030416781,0.50140310440606,-6.24646670080986
PBX3,0.43963372063593,0.415539645525408,0.922469654085414,0.372833328907051,0.511307288726433,-6.2678887039727
NR5A1,0.518821147160441,-0.0472163270554297,0.918645279063474,0.374758305255573,0.511307288726433,-6.27139182890358
ATF7,-0.521172441824457,0.191363655948279,-0.917387380272183,0.37539295826441,0.511307288726433,-6.27254127110049
KLF13,0.755816510401826,-0.388664736366905,0.917083498965875,0.375546387926656,0.511307288726433,-6.27281874418198
SMARCC2,0.503655339312458,0.410559559294374,0.884784244910304,0.392100743475549,0.531351474803315,-6.3018486526503
CDX2,-0.492008655344723,-0.206366897363443,-0.879532097433126,0.394838747942567,0.532573194899276,-6.30648211717518
MAFB,-0.492095957325229,0.365162786522057,-0.85049929829606,0.410206069297955,0.550739630075958,-6.33165165118495
MEIS1,-0.499835142979066,0.475942757113301,-0.842632887719392,0.41443739481406,0.553856426249205,-6.33834132321282
SOX13,-0.428610870133987,0.559597677655068,-0.834785198619534,0.418687276391245,0.556969312630555,-6.34495952753441
SIX5,0.779431241737877,0.508960600604937,0.820464616702354,0.426516056224233,0.56479295116451,-6.35689298542047
RUNX3,0.440301675864909,0.0140440904428493,0.807988436431345,0.433413755113107,0.570329550972037,-6.36713766541789
HNF4A,-0.390237143364817,0.317099196276757,-0.805801108061187,0.434630450913173,0.570329550972037,-6.36891914840149
RELA,-0.295695453564702,0.0266978349178352,-0.785997826795796,0.445745951447925,0.582280747386929,-6.38484873693867
NR2F6,0.408875939302034,-0.24215806895431,0.769758592982795,0.454994766623676,0.591697230138412,-6.39764231628997
MAF,0.321757971042567,0.104684468215367,0.731498008169042,0.477257662129204,0.617878223292273,-6.42681755777891
SNAI2,0.475549696334507,-0.112723107529188,0.709369431368358,0.490432837115186,0.632113434504018,-6.4430662246359
SP2,-0.32864509202043,-0.0543418928909005,-0.663835361949351,0.518219937990101,0.664023265138813,-6.4750427988268
HOXB13,-0.474621689172877,0.066623679702251,-0.661337948812083,0.519769935125898,0.664023265138813,-6.4767394206012
ZNF263,-0.886749773884519,-0.994307185698321,-0.645634866605276,0.529576840537026,0.673584577876042,-6.48727015786476
CREB3,-0.270618403477603,0.0789483095681689,-0.608838759057992,0.552962739378948,0.700258490916572,-6.51101398985361
FOXP1,0.614069631191609,-0.548247727843893,0.591936312309106,0.563892181610034,0.70800670869458,-6.52147989867144
BCL3,-0.399395604679428,0.485268197217774,-0.591825888554592,0.56396396451189,0.70800670869458,-6.52154735530675
MTA2,-0.519520673602396,0.129089526513381,-0.570224380902149,0.578100276479292,0.722625345599114,-6.53451369352065
SPIB,-0.316303277300411,0.24732493047617,-0.557994270134752,0.586185671160569,0.728197318241125,-6.54165151365049
PRDM14,-0.422416968596794,0.441518394218933,-0.551794023811132,0.590306969519018,0.728197318241125,-6.54521379488229
MYBL2,-0.264880738465134,-0.00213278100681514,-0.550148415575145,0.591403302401268,0.728197318241125,-6.54615288295841
EGR1,-0.245566349089897,0.0659330294051816,-0.548351014393924,0.592601955534157,0.728197318241125,-6.54717553440714
MAZ,-0.535848935150515,0.766928920315817,-0.522483212532463,0.609989093602776,0.745287051816643,-6.56153867029503
NCOA3,-0.395935432176882,-0.0387185947642696,-0.515315557416927,0.614851346080466,0.745287051816643,-6.56540084645937
ZBED1,0.2884155197579,0.181609802968862,0.514009592411351,0.615739309781448,0.745287051816643,-6.56609903006016
SMAD2,0.245584724404027,0.224548696978711,0.512466543299434,0.616789284262049,0.745287051816643,-6.5669217689876
ZNF143,0.291397574110206,0.358107570756924,0.502131463007744,0.623844331232378,0.747860916965122,-6.5723710462138
KLF6,-0.202608191424067,0.283580076178276,-0.501791530489959,0.624077041053653,0.747860916965122,-6.57254846575299
