,logFC,AveExpr,t,P.Value,adj.P.Val,B
TBP,-0.482952938892741,0.00421963659559933,-1.10498415094788,0.288895658564649,0.35201571841911,-5.94800754167827
HOXA9,-0.78372682147602,0.0187548781198581,-1.09702453397597,0.292235356413756,0.354595202343052,-5.95645842400502
FOXK2,-0.554854376233055,0.131679345151721,-1.07561262682235,0.301362879674494,0.364146812940014,-5.97893965521076
RELA,0.442911878766272,0.0266978349178352,1.01958786502006,0.326243212550188,0.392574820081139,-6.0359980083935
JUND,0.552812732199214,-0.0675806208998018,0.977745346118537,0.345775613653225,0.414359206443948,-6.07691531918343
ERG,0.469987324946093,-0.0559767842047789,0.911606686911303,0.378319043514219,0.451491862630138,-6.1385571911309
MITF,-0.584982195581597,0.0219177221097473,-0.890319962764323,0.389228864051688,0.462608076127007,-6.15759102163759
MYBL2,-0.48945149243278,-0.00213278100681514,-0.880379207129732,0.394396268399421,0.465767265932425,-6.16634347944511
NONO,-0.704888865674345,0.116619303676861,-0.879033907698933,0.395099129032333,0.465767265932425,-6.1675212727735
STAT5B,0.595314817746722,0.0538501878869858,0.875069717051394,0.397175161014485,0.466319014956277,-6.17098257805234
NFIC,-0.444818762747549,0.209675971269842,-0.859701192282344,0.405292907931488,0.472962570639037,-6.18426991801964
SNAPC4,1.12190266443492,0.0671514914721688,0.858193050770944,0.406095448583173,0.472962570639037,-6.1855625261258
HNF1B,0.365150901148837,0.284812972763262,0.850520747095626,0.41019457134882,0.474367829329074,-6.19210697605921
TCF25,0.637292584057527,-0.257132291449995,0.8498140209485,0.410573535039991,0.474367829329074,-6.19270716955349
CREB1,0.496020862263737,-0.325228923601156,0.844578240137922,0.413388318286839,0.475724651996759,-6.19713979916499
GATAD1,-0.496699545340515,0.263432285080808,-0.793694686950128,0.441404375822527,0.505957584934913,-6.23893261650211
PPARA,-0.337741172097717,-0.0109177235075002,-0.765032320298762,0.457709085469282,0.522581239315322,-6.26143707717995
KDM5B,-0.331989526527136,0.0743650513503308,-0.742605763756566,0.470726462861991,0.535335977372461,-6.27851782920975
ETV4,0.340148135945424,-0.122799549281694,0.729683832000593,0.478329613558292,0.541857765359003,-6.28814765994039
ELF5,-0.367237278762055,0.0402325388121154,-0.719197676715738,0.484554349904782,0.546773390943139,-6.29584780613115
CREB3L1,-0.418052500606422,0.144538786877859,-0.678338287644269,0.50927180354038,0.57243729855314,-6.32486620816032
BACH1,-0.372403904938315,-0.0017491073932679,-0.630557328447488,0.539091182080309,0.603615609279111,-6.35679030346493
GATA1,-0.431994226597013,-0.00393300510586495,-0.604856764971545,0.555527099853343,0.619626380605652,-6.37305508084558
MYC,-0.819232625918508,0.168922045868087,-0.577456173530298,0.573346998568874,0.637052220632082,-6.38969044935908
NR3C1,0.391376990824085,-0.0490786092267552,0.558841930207916,0.585623392165587,0.64820909819855,-6.40057357255141
ETS1,-0.264051080960508,0.127566805853903,-0.553808491660292,0.588966320466827,0.648802653473776,-6.40345811911889
TCF3,0.332574409053652,0.108500465047725,0.551302773296521,0.590634139714058,0.648802653473776,-6.40488480874443
NR2C2,-0.460125671025681,-0.0406724126787949,-0.522002738667707,0.610314431020515,0.667891264135657,-6.42110829838426
SSRP1,-0.50836856054725,0.148779186197321,-0.503938970783331,0.622607658465883,0.678782785545512,-6.43068696112496
NR5A1,0.296858812261957,-0.0472163270554297,0.455208911042495,0.656354034113479,0.712034779584354,-6.4549045802345
RCOR1,0.230917751122629,0.072366964263354,0.450976437508468,0.659323872323506,0.712034779584354,-6.45689568562482
PAX8,0.220403599066606,-0.135185136180976,0.449340141916776,0.660473640373073,0.712034779584354,-6.45766062610998
ARID2,-0.357309210216374,0.00521312892123046,-0.421735036684263,0.680003867097837,0.7303745239199,-6.47015854023287
ELF3,0.238874934409417,0.171507239404543,0.407426681915458,0.690223167069964,0.738615197233541,-6.47633323455168
GABPA,-0.231317666043913,-0.114056909748022,-0.398954488327049,0.696304208339822,0.742383163303487,-6.47989145108731
GLI2,0.179936542532322,-0.091197078067181,0.393290183787434,0.700382077150582,0.743995613090361,-6.48222969389242
SP2,0.214996879078947,-0.0543418928909005,0.376093666314486,0.712821035662298,0.754445621686374,-6.48912829512176
NFYB,-0.152898043634817,0.0598873179727695,-0.316104902117085,0.756864425008206,0.798147939099563,-6.5108246814248
RUNX3,0.173502838237944,0.0140440904428493,0.27573508005147,0.787019862806203,0.825191112803339,-6.52333983242191
SP1,-0.186966347328775,-0.0317296700874993,-0.274165664108407,0.788199787056983,0.825191112803339,-6.52379232324374
TP63,0.126472936898313,-0.0639465791280151,0.258333073696395,0.800133004974338,0.834671120296971,-6.52821426448688
FOXO3,-0.152121241382316,-0.0529417212275337,-0.23708604127881,0.816228893899958,0.84840996140139,-6.53373923230339
ATF1,0.109691035992945,0.0559726373702045,0.168045364474848,0.86909434208244,0.898551280502638,-6.54844212552601
ELK1,-0.0690808014551929,-0.100143771349388,-0.166008679910095,0.870665206280142,0.898551280502638,-6.5488001571065
CEBPB,0.063692524651003,0.0147533983122164,0.131294293151981,0.897521997238197,0.921833790267568,-6.5542335825548
ATF4,0.0615461185454855,-0.312135515390657,0.124917604905608,0.902470663017857,0.921833790267568,-6.55509409978691
XBP1,0.0826632255586072,-0.0836559990928595,0.124543185646913,0.902761367020653,0.921833790267568,-6.55514329858475
FOXA1,0.0511389212835851,-0.163676927207961,0.103897442342788,0.918812334375397,0.934931849013562,-6.55762802427251
POU2F1,0.0532789312558027,0.170075756476206,0.084695200294438,0.93377446161644,0.94683424429639,-6.5595365189319
CEBPG,0.015035982639487,-0.0614818880148366,0.0379947833318554,0.97026030944609,0.980402403273053,-6.56255717198744
RFX2,-0.0185894981238645,-0.0689394290662442,-0.0318258787328245,0.975086978292024,0.981858415641275,-6.56278429767727
LEF1,-0.0114418302614327,0.0332164307645409,-0.0263651083626099,0.979360446291467,0.982749236763063,-6.56295186773924
NCOA3,-0.00129658790536377,-0.0387185947642696,-0.00146144166089585,0.99885578883749,0.99885578883749,-6.56331731642021
